county,precinct,office,candidate,votes,district
Clark,343,U.S. Senate,Brendan Trainor,,
Clark,343,Attorney General,Don Chairez,0,
Clark,343,Attorney General,Catherine Cortez Masto,0,
Clark,343,Attorney General,None Of These Candidates,0,
Clark,343,Governor,Craig Bergland,0,
Clark,343,Governor,Jim Gibbons,0,
Clark,343,Governor,Christopher Hansen,0,
Clark,343,Governor,None Of These Candidates,0,
Clark,343,Governor,Dina Titus,0,
Clark,343,State House,Marcus Conklin,0,37
Clark,343,U.S. House,Tessa Hafen,0,3
Clark,343,U.S. House,Joshua Hansen,0,3
Clark,343,U.S. House,Joseph Silvestri,0,3
Clark,343,U.S. House,Jon Porter,0,3
Clark,343,U.S. Senate,Jack Carter,0,
Clark,343,U.S. Senate,David Schumann,0,
Clark,343,U.S. Senate,John Ensign,0,
Clark,343,U.S. Senate,None Of These Candidates,0,
Clark,343,U.S. Senate,Brendan Trainor,0,
Clark,344,Attorney General,Don Chairez,14,
Clark,344,Attorney General,Catherine Cortez Masto,3,
Clark,344,Attorney General,None Of These Candidates,1,
Clark,344,Governor,Craig Bergland,0,
Clark,344,Governor,Jim Gibbons,14,
Clark,344,Governor,Christopher Hansen,0,
Clark,344,Governor,None Of These Candidates,3,
Clark,344,Governor,Dina Titus,3,
Clark,344,State House,Marcus Conklin,11,37
Clark,344,U.S. House,Shelley Berkley,5,1
Clark,344,U.S. House,Jim Duensing,1,1
Clark,344,U.S. House,Darnell Roberts,0,1
Clark,344,U.S. House,Kenneth Wegner,14,1
Clark,344,U.S. Senate,Jack Carter,2,
Clark,344,U.S. Senate,David Schumann,0,
Clark,344,U.S. Senate,John Ensign,17,
Clark,344,U.S. Senate,None Of These Candidates,0,
Clark,344,U.S. Senate,Brendan Trainor,1,
Clark,344,Attorney General,Don Chairez,,
Clark,344,Attorney General,Catherine Cortez Masto,,
Clark,344,Attorney General,None Of These Candidates,,
Clark,344,Governor,Craig Bergland,,
Clark,344,Governor,Jim Gibbons,,
Clark,344,Governor,Christopher Hansen,,
Clark,344,Governor,None Of These Candidates,,
Clark,344,Governor,Dina Titus,,
Clark,344,State House,Marcus Conklin,,37
Clark,344,U.S. House,Tessa Hafen,,3
Clark,344,U.S. House,Joshua Hansen,,3
Clark,344,U.S. House,Joseph Silvestri,,3
Clark,344,U.S. House,Jon Porter,,3
Clark,344,U.S. Senate,Jack Carter,,
Clark,344,U.S. Senate,David Schumann,,
Clark,344,U.S. Senate,John Ensign,,
Clark,344,U.S. Senate,None Of These Candidates,,
Clark,344,U.S. Senate,Brendan Trainor,,
Clark,344,Attorney General,Don Chairez,263,
Clark,344,Attorney General,Catherine Cortez Masto,391,
Clark,344,Attorney General,None Of These Candidates,21,
Clark,344,Governor,Craig Bergland,4,
Clark,344,Governor,Jim Gibbons,309,
Clark,344,Governor,Christopher Hansen,25,
Clark,344,Governor,None Of These Candidates,21,
Clark,344,Governor,Dina Titus,331,
Clark,344,State House,C. Butcher,290,4
Clark,344,State House,Francis Allen,369,4
Clark,344,U.S. House,Tessa Hafen,301,3
Clark,344,U.S. House,Joshua Hansen,16,3
Clark,344,U.S. House,Joseph Silvestri,11,3
Clark,344,U.S. House,Jon Porter,352,3
Clark,344,U.S. Senate,Jack Carter,270,
Clark,344,U.S. Senate,David Schumann,7,
Clark,344,U.S. Senate,John Ensign,405,
Clark,344,U.S. Senate,None Of These Candidates,2,
Clark,344,U.S. Senate,Brendan Trainor,5,
Clark,344,Attorney General,Don Chairez,209,
Clark,344,Attorney General,Catherine Cortez Masto,326,
Clark,344,Attorney General,None Of These Candidates,24,
Clark,344,Governor,Craig Bergland,2,
Clark,344,Governor,Jim Gibbons,259,
Clark,344,Governor,Christopher Hansen,17,
Clark,344,Governor,None Of These Candidates,24,
Clark,344,Governor,Dina Titus,266,
Clark,344,State House,C. Butcher,245,4
Clark,344,State House,Francis Allen,300,4
Clark,344,U.S. House,Tessa Hafen,251,3
Clark,344,U.S. House,Joshua Hansen,10,3
Clark,344,U.S. House,Joseph Silvestri,17,3
Clark,344,U.S. House,Jon Porter,289,3
Clark,344,U.S. Senate,Jack Carter,234,
Clark,344,U.S. Senate,David Schumann,2,
Clark,344,U.S. Senate,John Ensign,320,
Clark,344,U.S. Senate,None Of These Candidates,10,
Clark,344,U.S. Senate,Brendan Trainor,5,
Clark,344,Attorney General,Don Chairez,317,
Clark,344,Attorney General,Catherine Cortez Masto,291,
Clark,344,Attorney General,None Of These Candidates,21,
Clark,344,Governor,Craig Bergland,9,
Clark,344,Governor,Jim Gibbons,380,
Clark,344,Governor,Christopher Hansen,12,
Clark,344,Governor,None Of These Candidates,24,
Clark,344,Governor,Dina Titus,215,
Clark,344,State House,C. Butcher,168,4
Clark,344,State House,Francis Allen,429,4
Clark,344,U.S. House,Tessa Hafen,185,3
Clark,344,U.S. House,Joshua Hansen,3,3
Clark,344,U.S. House,Joseph Silvestri,15,3
Clark,344,U.S. House,Jon Porter,431,3
Clark,344,U.S. Senate,Jack Carter,143,
Clark,344,U.S. Senate,David Schumann,2,
Clark,344,U.S. Senate,John Ensign,489,
Clark,344,U.S. Senate,None Of These Candidates,7,
Clark,344,U.S. Senate,Brendan Trainor,2,
Clark,344,Attorney General,Don Chairez,231,
Clark,344,Attorney General,Catherine Cortez Masto,237,
Clark,344,Attorney General,None Of These Candidates,13,
Clark,344,Governor,Craig Bergland,2,
Clark,344,Governor,Jim Gibbons,266,
Clark,344,Governor,Christopher Hansen,20,
Clark,344,Governor,None Of These Candidates,12,
Clark,344,Governor,Dina Titus,185,
Clark,344,State House,C. Butcher,172,4
Clark,344,State House,Francis Allen,288,4
Clark,344,U.S. House,Tessa Hafen,176,3
Clark,344,U.S. House,Joshua Hansen,19,3
Clark,344,U.S. House,Joseph Silvestri,9,3
Clark,344,U.S. House,Jon Porter,277,3
Clark,344,U.S. Senate,Jack Carter,140,
Clark,344,U.S. Senate,David Schumann,5,
Clark,344,U.S. Senate,John Ensign,337,
Clark,344,U.S. Senate,None Of These Candidates,0,
Clark,344,U.S. Senate,Brendan Trainor,3,
Clark,344,Attorney General,Don Chairez,15,
Clark,344,Attorney General,Catherine Cortez Masto,10,
Clark,344,Attorney General,None Of These Candidates,1,
Clark,344,Governor,Craig Bergland,1,
Clark,344,Governor,Jim Gibbons,19,
Clark,344,Governor,Christopher Hansen,2,
Clark,344,Governor,None Of These Candidates,1,
Clark,344,Governor,Dina Titus,3,
Clark,344,State House,C. Butcher,1,4
Clark,344,State House,Francis Allen,23,4
Clark,344,U.S. House,Tessa Hafen,3,3
Clark,344,U.S. House,Joshua Hansen,0,3
Clark,344,U.S. House,Joseph Silvestri,1,3
Clark,344,U.S. House,Jon Porter,21,3
Clark,344,U.S. Senate,Jack Carter,3,
Clark,344,U.S. Senate,David Schumann,0,
Clark,344,U.S. Senate,John Ensign,23,
Clark,344,U.S. Senate,None Of These Candidates,0,
Clark,344,U.S. Senate,Brendan Trainor,0,
Clark,344,Attorney General,Don Chairez,223,
Clark,344,Attorney General,Catherine Cortez Masto,193,
Clark,344,Attorney General,None Of These Candidates,22,
Clark,344,Governor,Craig Bergland,5,
Clark,344,Governor,Jim Gibbons,261,
Clark,344,Governor,Christopher Hansen,10,
Clark,344,Governor,None Of These Candidates,19,
Clark,344,Governor,Dina Titus,156,
Clark,344,State House,C. Butcher,154,4
Clark,344,State House,Francis Allen,277,4
Clark,344,U.S. House,Tessa Hafen,133,3
Clark,344,U.S. House,Joshua Hansen,6,3
Clark,344,U.S. House,Joseph Silvestri,8,3
Clark,344,U.S. House,Jon Porter,300,3
Clark,344,U.S. Senate,Jack Carter,97,
Clark,344,U.S. Senate,David Schumann,4,
Clark,344,U.S. Senate,John Ensign,344,
Clark,344,U.S. Senate,None Of These Candidates,4,
Clark,344,U.S. Senate,Brendan Trainor,1,
Clark,345,Attorney General,Don Chairez,239,
Clark,345,Attorney General,Catherine Cortez Masto,383,
Clark,345,Attorney General,None Of These Candidates,41,
Clark,345,Governor,Craig Bergland,4,
Clark,345,Governor,Jim Gibbons,321,
Clark,345,Governor,Christopher Hansen,28,
Clark,345,Governor,None Of These Candidates,25,
Clark,345,Governor,Dina Titus,293,
Clark,345,State House,Marcus Conklin,513,37
Clark,345,U.S. House,Tessa Hafen,269,3
Clark,345,U.S. House,Joshua Hansen,15,3
Clark,345,U.S. House,Joseph Silvestri,24,3
Clark,345,U.S. House,Jon Porter,360,3
Clark,345,U.S. Senate,Jack Carter,250,
Clark,345,U.S. Senate,David Schumann,4,
Clark,345,U.S. Senate,John Ensign,403,
Clark,345,U.S. Senate,None Of These Candidates,9,
Clark,345,U.S. Senate,Brendan Trainor,11,
Clark,345,Attorney General,Don Chairez,302,
Clark,345,Attorney General,Catherine Cortez Masto,410,
Clark,345,Attorney General,None Of These Candidates,28,
Clark,345,Governor,Craig Bergland,7,
Clark,345,Governor,Jim Gibbons,345,
Clark,345,Governor,Christopher Hansen,22,
Clark,345,Governor,None Of These Candidates,26,
Clark,345,Governor,Dina Titus,346,
Clark,345,State House,Marcus Conklin,568,37
Clark,345,U.S. House,Tessa Hafen,338,3
Clark,345,U.S. House,Joshua Hansen,21,3
Clark,345,U.S. House,Joseph Silvestri,20,3
Clark,345,U.S. House,Jon Porter,358,3
Clark,345,U.S. Senate,Jack Carter,310,
Clark,345,U.S. Senate,David Schumann,5,
Clark,345,U.S. Senate,John Ensign,418,
Clark,345,U.S. Senate,None Of These Candidates,11,
Clark,345,U.S. Senate,Brendan Trainor,7,
Clark,345,Attorney General,Don Chairez,40,
Clark,345,Attorney General,Catherine Cortez Masto,82,
Clark,345,Attorney General,None Of These Candidates,5,
Clark,345,Governor,Craig Bergland,3,
Clark,345,Governor,Jim Gibbons,51,
Clark,345,Governor,Christopher Hansen,2,
Clark,345,Governor,None Of These Candidates,10,
Clark,345,Governor,Dina Titus,63,
Clark,345,State House,Marcus Conklin,109,37
Clark,345,U.S. House,Shelley Berkley,82,1
Clark,345,U.S. House,Jim Duensing,3,1
Clark,345,U.S. House,Darnell Roberts,1,1
Clark,345,U.S. House,Kenneth Wegner,42,1
Clark,345,U.S. Senate,Jack Carter,67,
Clark,345,U.S. Senate,David Schumann,3,
Clark,345,U.S. Senate,John Ensign,55,
Clark,345,U.S. Senate,None Of These Candidates,2,
Clark,345,U.S. Senate,Brendan Trainor,3,
Clark,345,Attorney General,Don Chairez,14,
Clark,345,Attorney General,Catherine Cortez Masto,11,
Clark,345,Attorney General,None Of These Candidates,0,
Clark,345,Governor,Craig Bergland,1,
Clark,345,Governor,Jim Gibbons,10,
Clark,345,Governor,Christopher Hansen,0,
Clark,345,Governor,None Of These Candidates,0,
Clark,345,Governor,Dina Titus,14,
Clark,345,State House,C. Butcher,9,4
Clark,345,State House,Francis Allen,16,4
Clark,345,U.S. House,Tessa Hafen,10,3
Clark,345,U.S. House,Joshua Hansen,0,3
Clark,345,U.S. House,Joseph Silvestri,0,3
Clark,345,U.S. House,Jon Porter,15,3
Clark,345,U.S. Senate,Jack Carter,10,
Clark,345,U.S. Senate,David Schumann,0,
Clark,345,U.S. Senate,John Ensign,15,
Clark,345,U.S. Senate,None Of These Candidates,0,
Clark,345,U.S. Senate,Brendan Trainor,0,
Clark,345,Attorney General,Don Chairez,,
Clark,345,Attorney General,Catherine Cortez Masto,,
Clark,345,Attorney General,None Of These Candidates,,
Clark,345,Governor,Craig Bergland,,
Clark,345,Governor,Jim Gibbons,,
Clark,345,Governor,Christopher Hansen,,
Clark,345,Governor,None Of These Candidates,,
Clark,345,Governor,Dina Titus,,
Clark,345,State House,C. Butcher,,4
Clark,345,State House,Francis Allen,,4
Clark,345,State Senate,Warren Markowitz,,9
Clark,345,State Senate,Dennis Nolan,,9
Clark,345,U.S. House,Tessa Hafen,,3
Clark,345,U.S. House,Joshua Hansen,,3
Clark,345,U.S. House,Joseph Silvestri,,3
Clark,345,U.S. House,Jon Porter,,3
Clark,345,U.S. Senate,Jack Carter,,
Clark,345,U.S. Senate,David Schumann,,
Clark,345,U.S. Senate,John Ensign,,
Clark,345,U.S. Senate,None Of These Candidates,,
Clark,345,U.S. Senate,Brendan Trainor,,
Clark,345,Attorney General,Don Chairez,9,
Clark,345,Attorney General,Catherine Cortez Masto,10,
Clark,345,Attorney General,None Of These Candidates,1,
Clark,345,Governor,Craig Bergland,0,
Clark,345,Governor,Jim Gibbons,14,
Clark,345,Governor,Christopher Hansen,1,
Clark,345,Governor,None Of These Candidates,0,
Clark,345,Governor,Dina Titus,8,
Clark,345,State House,Chad Christensen,12,13
Clark,345,State House,Debra Payne,2,13
Clark,345,State House,Adam Taylor,7,13
Clark,345,State Senate,Warren Markowitz,6,9
Clark,345,State Senate,Dennis Nolan,13,9
Clark,345,U.S. House,Tessa Hafen,6,3
Clark,345,U.S. House,Joshua Hansen,1,3
Clark,345,U.S. House,Joseph Silvestri,0,3
Clark,345,U.S. House,Jon Porter,15,3
Clark,345,U.S. Senate,Jack Carter,7,
Clark,345,U.S. Senate,David Schumann,1,
Clark,345,U.S. Senate,John Ensign,14,
Clark,345,U.S. Senate,None Of These Candidates,0,
Clark,345,U.S. Senate,Brendan Trainor,0,
Clark,346,Attorney General,Don Chairez,214,
Clark,346,Attorney General,Catherine Cortez Masto,297,
Clark,346,Attorney General,None Of These Candidates,11,
Clark,346,Governor,Craig Bergland,3,
Clark,346,Governor,Jim Gibbons,282,
Clark,346,Governor,Christopher Hansen,13,
Clark,346,Governor,None Of These Candidates,6,
Clark,346,Governor,Dina Titus,225,
Clark,346,State House,C. Butcher,183,4
Clark,346,State House,Francis Allen,314,4
Clark,346,State Senate,Warren Markowitz,122,9
Clark,346,State Senate,Dennis Nolan,364,9
Clark,346,U.S. House,Tessa Hafen,200,3
Clark,346,U.S. House,Joshua Hansen,9,3
Clark,346,U.S. House,Joseph Silvestri,12,3
Clark,346,U.S. House,Jon Porter,304,3
Clark,346,U.S. Senate,Jack Carter,175,
Clark,346,U.S. Senate,David Schumann,3,
Clark,346,U.S. Senate,John Ensign,344,
Clark,346,U.S. Senate,None Of These Candidates,5,
Clark,346,U.S. Senate,Brendan Trainor,3,
Clark,346,Attorney General,Don Chairez,380,
Clark,346,Attorney General,Catherine Cortez Masto,365,
Clark,346,Attorney General,None Of These Candidates,33,
Clark,346,Governor,Craig Bergland,2,
Clark,346,Governor,Jim Gibbons,439,
Clark,346,Governor,Christopher Hansen,25,
Clark,346,Governor,None Of These Candidates,32,
Clark,346,Governor,Dina Titus,297,
Clark,346,State House,C. Butcher,251,4
Clark,346,State House,Francis Allen,489,4
Clark,346,State Senate,Warren Markowitz,187,9
Clark,346,State Senate,Dennis Nolan,548,9
Clark,346,U.S. House,Tessa Hafen,258,3
Clark,346,U.S. House,Joshua Hansen,24,3
Clark,346,U.S. House,Joseph Silvestri,10,3
Clark,346,U.S. House,Jon Porter,499,3
Clark,346,U.S. Senate,Jack Carter,200,
Clark,346,U.S. Senate,David Schumann,8,
Clark,346,U.S. Senate,John Ensign,581,
Clark,346,U.S. Senate,None Of These Candidates,9,
Clark,346,U.S. Senate,Brendan Trainor,0,
Clark,346,Attorney General,Don Chairez,302,
Clark,346,Attorney General,Catherine Cortez Masto,367,
Clark,346,Attorney General,None Of These Candidates,36,
Clark,346,Governor,Craig Bergland,7,
Clark,346,Governor,Jim Gibbons,374,
Clark,346,Governor,Christopher Hansen,16,
Clark,346,Governor,None Of These Candidates,25,
Clark,346,Governor,Dina Titus,292,
Clark,346,State House,C. Butcher,263,4
Clark,346,State House,Francis Allen,415,4
Clark,346,U.S. House,Tessa Hafen,267,3
Clark,346,U.S. House,Joshua Hansen,10,3
Clark,346,U.S. House,Joseph Silvestri,16,3
Clark,346,U.S. House,Jon Porter,407,3
Clark,346,U.S. Senate,Jack Carter,212,
Clark,346,U.S. Senate,David Schumann,9,
Clark,346,U.S. Senate,John Ensign,476,
Clark,346,U.S. Senate,None Of These Candidates,14,
Clark,346,U.S. Senate,Brendan Trainor,5,
Clark,346,Attorney General,Don Chairez,258,
Clark,346,Attorney General,Catherine Cortez Masto,378,
Clark,346,Attorney General,None Of These Candidates,30,
Clark,346,Governor,Craig Bergland,2,
Clark,346,Governor,Jim Gibbons,309,
Clark,346,Governor,Christopher Hansen,18,
Clark,346,Governor,None Of These Candidates,21,
Clark,346,Governor,Dina Titus,323,
Clark,346,State House,C. Butcher,287,4
Clark,346,State House,Francis Allen,353,4
Clark,346,U.S. House,Tessa Hafen,303,3
Clark,346,U.S. House,Joshua Hansen,16,3
Clark,346,U.S. House,Joseph Silvestri,10,3
Clark,346,U.S. House,Jon Porter,335,3
Clark,346,U.S. Senate,Jack Carter,276,
Clark,346,U.S. Senate,David Schumann,5,
Clark,346,U.S. Senate,John Ensign,384,
Clark,346,U.S. Senate,None Of These Candidates,8,
Clark,346,U.S. Senate,Brendan Trainor,2,
Clark,346,Attorney General,Don Chairez,198,
Clark,346,Attorney General,Catherine Cortez Masto,281,
Clark,346,Attorney General,None Of These Candidates,30,
Clark,346,Governor,Craig Bergland,11,
Clark,346,Governor,Jim Gibbons,234,
Clark,346,Governor,Christopher Hansen,15,
Clark,346,Governor,None Of These Candidates,16,
Clark,346,Governor,Dina Titus,235,
Clark,346,State House,C. Butcher,225,4
Clark,346,State House,Francis Allen,262,4
Clark,346,U.S. House,Tessa Hafen,228,3
Clark,346,U.S. House,Joshua Hansen,13,3
Clark,346,U.S. House,Joseph Silvestri,11,3
Clark,346,U.S. House,Jon Porter,256,3
Clark,346,U.S. Senate,Jack Carter,201,
Clark,346,U.S. Senate,David Schumann,6,
Clark,346,U.S. Senate,John Ensign,299,
Clark,346,U.S. Senate,None Of These Candidates,5,
Clark,346,U.S. Senate,Brendan Trainor,2,
Clark,346,Attorney General,Don Chairez,,
Clark,346,Attorney General,Catherine Cortez Masto,,
Clark,346,Attorney General,None Of These Candidates,,
Clark,346,Governor,Craig Bergland,,
Clark,346,Governor,Jim Gibbons,,
Clark,346,Governor,Christopher Hansen,,
Clark,346,Governor,None Of These Candidates,,
Clark,346,Governor,Dina Titus,,
Clark,346,State House,C. Butcher,,4
Clark,346,State House,Francis Allen,,4
Clark,346,State Senate,Warren Markowitz,,9
Clark,346,State Senate,Dennis Nolan,,9
Clark,346,U.S. House,Tessa Hafen,,3
Clark,346,U.S. House,Joshua Hansen,,3
Clark,346,U.S. House,Joseph Silvestri,,3
Clark,346,U.S. House,Jon Porter,,3
Clark,346,U.S. Senate,Jack Carter,,
Clark,346,U.S. Senate,David Schumann,,
Clark,346,U.S. Senate,John Ensign,,
Clark,346,U.S. Senate,None Of These Candidates,,
Clark,346,U.S. Senate,Brendan Trainor,,
Clark,346,Attorney General,Don Chairez,152,
Clark,346,Attorney General,Catherine Cortez Masto,200,
Clark,346,Attorney General,None Of These Candidates,13,
Clark,346,Governor,Craig Bergland,8,
Clark,346,Governor,Jim Gibbons,165,
Clark,346,Governor,Christopher Hansen,16,
Clark,346,Governor,None Of These Candidates,6,
Clark,346,Governor,Dina Titus,178,
Clark,346,State House,Chad Christensen,187,13
Clark,346,State House,Debra Payne,21,13
Clark,346,State House,Adam Taylor,158,13
Clark,346,State Senate,Warren Markowitz,138,9
Clark,346,State Senate,Dennis Nolan,206,9
Clark,346,U.S. House,Shelley Berkley,199,1
Clark,346,U.S. House,Jim Duensing,5,1
Clark,346,U.S. House,Darnell Roberts,11,1
Clark,346,U.S. House,Kenneth Wegner,153,1
Clark,346,U.S. Senate,Jack Carter,154,
Clark,346,U.S. Senate,David Schumann,4,
Clark,346,U.S. Senate,John Ensign,214,
Clark,346,U.S. Senate,None Of These Candidates,1,
Clark,346,U.S. Senate,Brendan Trainor,1,
Clark,347,Attorney General,Don Chairez,160,
Clark,347,Attorney General,Catherine Cortez Masto,250,
Clark,347,Attorney General,None Of These Candidates,35,
Clark,347,Governor,Craig Bergland,2,
Clark,347,Governor,Jim Gibbons,192,
Clark,347,Governor,Christopher Hansen,21,
Clark,347,Governor,None Of These Candidates,17,
Clark,347,Governor,Dina Titus,214,
Clark,347,State House,Jay Geraldi,15,1
Clark,347,State House,Marilyn Kirkpatrick,233,1
Clark,347,State House,Brandon Robison,15,1
Clark,347,State House,Linda West Myers,171,1
Clark,347,U.S. House,Shelley Berkley,258,1
Clark,347,U.S. House,Jim Duensing,10,1
Clark,347,U.S. House,Darnell Roberts,9,1
Clark,347,U.S. House,Kenneth Wegner,164,1
Clark,347,U.S. Senate,Jack Carter,202,
Clark,347,U.S. Senate,David Schumann,4,
Clark,347,U.S. Senate,John Ensign,236,
Clark,347,U.S. Senate,None Of These Candidates,5,
Clark,347,U.S. Senate,Brendan Trainor,3,
Clark,347,Attorney General,Don Chairez,150,
Clark,347,Attorney General,Catherine Cortez Masto,251,
Clark,347,Attorney General,None Of These Candidates,17,
Clark,347,Governor,Craig Bergland,3,
Clark,347,Governor,Jim Gibbons,191,
Clark,347,Governor,Christopher Hansen,16,
Clark,347,Governor,None Of These Candidates,20,
Clark,347,Governor,Dina Titus,198,
Clark,347,State House,Jay Geraldi,12,1
Clark,347,State House,Marilyn Kirkpatrick,237,1
Clark,347,State House,Brandon Robison,6,1
Clark,347,State House,Linda West Myers,162,1
Clark,347,U.S. House,Shelley Berkley,251,1
Clark,347,U.S. House,Jim Duensing,5,1
Clark,347,U.S. House,Darnell Roberts,6,1
Clark,347,U.S. House,Kenneth Wegner,161,1
Clark,347,U.S. Senate,Jack Carter,184,
Clark,347,U.S. Senate,David Schumann,4,
Clark,347,U.S. Senate,John Ensign,229,
Clark,347,U.S. Senate,None Of These Candidates,6,
Clark,347,U.S. Senate,Brendan Trainor,3,
Clark,347,Attorney General,Don Chairez,233,
Clark,347,Attorney General,Catherine Cortez Masto,322,
Clark,347,Attorney General,None Of These Candidates,22,
Clark,347,Governor,Craig Bergland,7,
Clark,347,Governor,Jim Gibbons,290,
Clark,347,Governor,Christopher Hansen,11,
Clark,347,Governor,None Of These Candidates,18,
Clark,347,Governor,Dina Titus,257,
Clark,347,State House,Chad Christensen,309,13
Clark,347,State House,Debra Payne,34,13
Clark,347,State House,Adam Taylor,224,13
Clark,347,U.S. House,Shelley Berkley,308,1
Clark,347,U.S. House,Jim Duensing,11,1
Clark,347,U.S. House,Darnell Roberts,8,1
Clark,347,U.S. House,Kenneth Wegner,251,1
Clark,347,U.S. Senate,Jack Carter,210,
Clark,347,U.S. Senate,David Schumann,5,
Clark,347,U.S. Senate,John Ensign,353,
Clark,347,U.S. Senate,None Of These Candidates,8,
Clark,347,U.S. Senate,Brendan Trainor,7,
Clark,347,Attorney General,Don Chairez,0,
Clark,347,Attorney General,Catherine Cortez Masto,0,
Clark,347,Attorney General,None Of These Candidates,0,
Clark,347,Governor,Craig Bergland,0,
Clark,347,Governor,Jim Gibbons,0,
Clark,347,Governor,Christopher Hansen,0,
Clark,347,Governor,None Of These Candidates,0,
Clark,347,Governor,Dina Titus,0,
Clark,347,State House,Jay Geraldi,0,1
Clark,347,State House,Marilyn Kirkpatrick,0,1
Clark,347,State House,Brandon Robison,0,1
Clark,347,State House,Linda West Myers,0,1
Clark,347,U.S. House,Shelley Berkley,0,1
Clark,347,U.S. House,Jim Duensing,0,1
Clark,347,U.S. House,Darnell Roberts,0,1
Clark,347,U.S. House,Kenneth Wegner,0,1
Clark,347,U.S. Senate,Jack Carter,0,
Clark,347,U.S. Senate,David Schumann,0,
Clark,347,U.S. Senate,John Ensign,0,
Clark,347,U.S. Senate,None Of These Candidates,0,
Clark,347,U.S. Senate,Brendan Trainor,0,
Clark,347,Attorney General,Don Chairez,7,
Clark,347,Attorney General,Catherine Cortez Masto,10,
Clark,347,Attorney General,None Of These Candidates,2,
Clark,347,Governor,Craig Bergland,0,
Clark,347,Governor,Jim Gibbons,6,
Clark,347,Governor,Christopher Hansen,2,
Clark,347,Governor,None Of These Candidates,3,
Clark,347,Governor,Dina Titus,8,
Clark,347,State House,Chad Christensen,9,13
Clark,347,State House,Debra Payne,1,13
Clark,347,State House,Adam Taylor,9,13
Clark,347,State Senate,Warren Markowitz,3,9
Clark,347,State Senate,Dennis Nolan,15,9
Clark,347,U.S. House,Shelley Berkley,12,1
Clark,347,U.S. House,Jim Duensing,0,1
Clark,347,U.S. House,Darnell Roberts,1,1
Clark,347,U.S. House,Kenneth Wegner,6,1
Clark,347,U.S. Senate,Jack Carter,6,
Clark,347,U.S. Senate,David Schumann,0,
Clark,347,U.S. Senate,John Ensign,11,
Clark,347,U.S. Senate,None Of These Candidates,1,
Clark,347,U.S. Senate,Brendan Trainor,1,
Clark,347,Attorney General,Don Chairez,,
Clark,347,Attorney General,Catherine Cortez Masto,,
Clark,347,Attorney General,None Of These Candidates,,
Clark,347,Governor,Craig Bergland,,
Clark,347,Governor,Jim Gibbons,,
Clark,347,Governor,Christopher Hansen,,
Clark,347,Governor,None Of These Candidates,,
Clark,347,Governor,Dina Titus,,
Clark,347,State House,Chad Christensen,,13
Clark,347,State House,Debra Payne,,13
Clark,347,State House,Adam Taylor,,13
Clark,347,State Senate,Warren Markowitz,,9
Clark,347,State Senate,Dennis Nolan,,9
Clark,347,U.S. House,Shelley Berkley,,1
Clark,347,U.S. House,Jim Duensing,,1
Clark,347,U.S. House,Darnell Roberts,,1
Clark,347,U.S. House,Kenneth Wegner,,1
Clark,347,U.S. Senate,Jack Carter,,
Clark,347,U.S. Senate,David Schumann,,
Clark,347,U.S. Senate,John Ensign,,
Clark,347,U.S. Senate,None Of These Candidates,,
Clark,347,U.S. Senate,Brendan Trainor,,
Clark,348,Attorney General,Don Chairez,29,
Clark,348,Attorney General,Catherine Cortez Masto,43,
Clark,348,Attorney General,None Of These Candidates,4,
Clark,348,Governor,Craig Bergland,0,
Clark,348,Governor,Jim Gibbons,31,
Clark,348,Governor,Christopher Hansen,11,
Clark,348,Governor,None Of These Candidates,4,
Clark,348,Governor,Dina Titus,32,
Clark,348,State House,Chad Christensen,37,13
Clark,348,State House,Debra Payne,2,13
Clark,348,State House,Adam Taylor,35,13
Clark,348,State Senate,Warren Markowitz,30,9
Clark,348,State Senate,Dennis Nolan,39,9
Clark,348,U.S. House,Shelley Berkley,52,1
Clark,348,U.S. House,Jim Duensing,0,1
Clark,348,U.S. House,Darnell Roberts,2,1
Clark,348,U.S. House,Kenneth Wegner,24,1
Clark,348,U.S. Senate,Jack Carter,36,
Clark,348,U.S. Senate,David Schumann,1,
Clark,348,U.S. Senate,John Ensign,40,
Clark,348,U.S. Senate,None Of These Candidates,0,
Clark,348,U.S. Senate,Brendan Trainor,0,
Clark,348,Attorney General,Don Chairez,218,
Clark,348,Attorney General,Catherine Cortez Masto,490,
Clark,348,Attorney General,None Of These Candidates,25,
Clark,348,Governor,Craig Bergland,3,
Clark,348,Governor,Jim Gibbons,300,
Clark,348,Governor,Christopher Hansen,19,
Clark,348,Governor,None Of These Candidates,23,
Clark,348,Governor,Dina Titus,394,
Clark,348,State House,Chad Christensen,306,13
Clark,348,State House,Debra Payne,32,13
Clark,348,State House,Adam Taylor,371,13
Clark,348,State Senate,Warren Markowitz,238,9
Clark,348,State Senate,Dennis Nolan,412,9
Clark,348,U.S. House,Shelley Berkley,467,1
Clark,348,U.S. House,Jim Duensing,10,1
Clark,348,U.S. House,Darnell Roberts,14,1
Clark,348,U.S. House,Kenneth Wegner,241,1
Clark,348,U.S. Senate,Jack Carter,356,
Clark,348,U.S. Senate,David Schumann,5,
Clark,348,U.S. Senate,John Ensign,367,
Clark,348,U.S. Senate,None Of These Candidates,5,
Clark,348,U.S. Senate,Brendan Trainor,4,
Clark,348,Attorney General,Don Chairez,216,
Clark,348,Attorney General,Catherine Cortez Masto,384,
Clark,348,Attorney General,None Of These Candidates,29,
Clark,348,Governor,Craig Bergland,8,
Clark,348,Governor,Jim Gibbons,281,
