precinct,office,candidate,votes,jurisdiction
25-Pleasantview,United States Senator (Republican),"Brooks, Sherry",7,Douglas
25-Pleasantview,United States Senator (Republican),"Charles, Richard",3,Douglas
25-Pleasantview,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Douglas
25-Pleasantview,United States Senator (Republican),"Heller, Dean",301,Douglas
25-Pleasantview,United States Senator (Republican),None Of These Candidates,12,Douglas
25-Pleasantview,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Douglas
26-Westwood,United States Senator (Republican),"Brooks, Sherry",4,Douglas
26-Westwood,United States Senator (Republican),"Charles, Richard",2,Douglas
26-Westwood,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Douglas
26-Westwood,United States Senator (Republican),"Heller, Dean",119,Douglas
26-Westwood,United States Senator (Republican),None Of These Candidates,2,Douglas
26-Westwood,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
27-Winhaven,United States Senator (Republican),"Brooks, Sherry",9,Douglas
27-Winhaven,United States Senator (Republican),"Charles, Richard",0,Douglas
27-Winhaven,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Douglas
27-Winhaven,United States Senator (Republican),"Heller, Dean",207,Douglas
27-Winhaven,United States Senator (Republican),None Of These Candidates,6,Douglas
27-Winhaven,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
28-Orchard Road,United States Senator (Republican),"Brooks, Sherry",1,Douglas
28-Orchard Road,United States Senator (Republican),"Charles, Richard",0,Douglas
28-Orchard Road,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Douglas
28-Orchard Road,United States Senator (Republican),"Heller, Dean",93,Douglas
28-Orchard Road,United States Senator (Republican),None Of These Candidates,4,Douglas
28-Orchard Road,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
29-Autumn Hils,United States Senator (Republican),"Brooks, Sherry",5,Douglas
29-Autumn Hils,United States Senator (Republican),"Charles, Richard",0,Douglas
29-Autumn Hils,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",7,Douglas
29-Autumn Hils,United States Senator (Republican),"Heller, Dean",164,Douglas
29-Autumn Hils,United States Senator (Republican),None Of These Candidates,2,Douglas
29-Autumn Hils,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
31-Chichester,United States Senator (Republican),"Brooks, Sherry",2,Douglas
31-Chichester,United States Senator (Republican),"Charles, Richard",0,Douglas
31-Chichester,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Douglas
31-Chichester,United States Senator (Republican),"Heller, Dean",90,Douglas
31-Chichester,United States Senator (Republican),None Of These Candidates,2,Douglas
31-Chichester,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
32-East Valley,United States Senator (Republican),"Brooks, Sherry",1,Douglas
32-East Valley,United States Senator (Republican),"Charles, Richard",4,Douglas
32-East Valley,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Douglas
32-East Valley,United States Senator (Republican),"Heller, Dean",107,Douglas
32-East Valley,United States Senator (Republican),None Of These Candidates,0,Douglas
32-East Valley,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
33-Hot Springs,United States Senator (Republican),"Brooks, Sherry",2,Douglas
33-Hot Springs,United States Senator (Republican),"Charles, Richard",2,Douglas
33-Hot Springs,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Douglas
33-Hot Springs,United States Senator (Republican),"Heller, Dean",106,Douglas
33-Hot Springs,United States Senator (Republican),None Of These Candidates,2,Douglas
33-Hot Springs,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
34-Sunridge,United States Senator (Republican),"Brooks, Sherry",3,Douglas
34-Sunridge,United States Senator (Republican),"Charles, Richard",1,Douglas
34-Sunridge,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Douglas
34-Sunridge,United States Senator (Republican),"Heller, Dean",87,Douglas
34-Sunridge,United States Senator (Republican),None Of These Candidates,3,Douglas
34-Sunridge,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
35-Glenbrook,United States Senator (Republican),"Brooks, Sherry",5,Douglas
35-Glenbrook,United States Senator (Republican),"Charles, Richard",0,Douglas
35-Glenbrook,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Douglas
35-Glenbrook,United States Senator (Republican),"Heller, Dean",81,Douglas
35-Glenbrook,United States Senator (Republican),None Of These Candidates,0,Douglas
35-Glenbrook,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
36-Skyland,United States Senator (Republican),"Brooks, Sherry",3,Douglas
36-Skyland,United States Senator (Republican),"Charles, Richard",2,Douglas
36-Skyland,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",1,Douglas
36-Skyland,United States Senator (Republican),"Heller, Dean",99,Douglas
36-Skyland,United States Senator (Republican),None Of These Candidates,5,Douglas
36-Skyland,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
37-Zephyr Cove,United States Senator (Republican),"Brooks, Sherry",6,Douglas
37-Zephyr Cove,United States Senator (Republican),"Charles, Richard",3,Douglas
37-Zephyr Cove,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Douglas
37-Zephyr Cove,United States Senator (Republican),"Heller, Dean",66,Douglas
37-Zephyr Cove,United States Senator (Republican),None Of These Candidates,0,Douglas
37-Zephyr Cove,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
38-Round Hill,United States Senator (Republican),"Brooks, Sherry",4,Douglas
38-Round Hill,United States Senator (Republican),"Charles, Richard",1,Douglas
38-Round Hill,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",4,Douglas
38-Round Hill,United States Senator (Republican),"Heller, Dean",80,Douglas
38-Round Hill,United States Senator (Republican),None Of These Candidates,3,Douglas
38-Round Hill,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Douglas
39-Edgewood,United States Senator (Republican),"Brooks, Sherry",0,Douglas
39-Edgewood,United States Senator (Republican),"Charles, Richard",1,Douglas
39-Edgewood,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",0,Douglas
39-Edgewood,United States Senator (Republican),"Heller, Dean",17,Douglas
39-Edgewood,United States Senator (Republican),None Of These Candidates,2,Douglas
39-Edgewood,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",1,Douglas
40-Kingsbury,United States Senator (Republican),"Brooks, Sherry",5,Douglas
40-Kingsbury,United States Senator (Republican),"Charles, Richard",3,Douglas
40-Kingsbury,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",3,Douglas
40-Kingsbury,United States Senator (Republican),"Heller, Dean",103,Douglas
40-Kingsbury,United States Senator (Republican),None Of These Candidates,4,Douglas
40-Kingsbury,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
41-Daggett,United States Senator (Republican),"Brooks, Sherry",2,Douglas
41-Daggett,United States Senator (Republican),"Charles, Richard",1,Douglas
41-Daggett,United States Senator (Republican),"HAMILTON, EDDIE ""IN LIBERTY""",4,Douglas
41-Daggett,United States Senator (Republican),"Heller, Dean",57,Douglas
41-Daggett,United States Senator (Republican),None Of These Candidates,2,Douglas
41-Daggett,United States Senator (Republican),"Poliak, Carlo ""Nakusa""",0,Douglas
01-Centerville,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",12,Douglas
01-Centerville,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",17,Douglas
01-Centerville,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",17,Douglas
02-Fish Springs,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",18,Douglas
02-Fish Springs,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",21,Douglas
02-Fish Springs,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",12,Douglas
03-Gardnerville,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",21,Douglas
03-Gardnerville,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",44,Douglas
03-Gardnerville,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",15,Douglas
04-Carson Valley Estates,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",12,Douglas
04-Carson Valley Estates,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",17,Douglas
04-Carson Valley Estates,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",14,Douglas
05-Genoa,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",7,Douglas
05-Genoa,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",16,Douglas
05-Genoa,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",13,Douglas
06-Jacks Valley,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",18,Douglas
06-Jacks Valley,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",29,Douglas
06-Jacks Valley,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",34,Douglas
07-Minden,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",9,Douglas
07-Minden,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",26,Douglas
07-Minden,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",17,Douglas
08-Ranchos I,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",27,Douglas
08-Ranchos I,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",35,Douglas
08-Ranchos I,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",11,Douglas
09-Ranchos II,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",13,Douglas
09-Ranchos II,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",20,Douglas
09-Ranchos II,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",13,Douglas
10-TRE,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",14,Douglas
10-TRE,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",24,Douglas
10-TRE,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",18,Douglas
11-Johnson Lane,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",19,Douglas
11-Johnson Lane,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",25,Douglas
11-Johnson Lane,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",22,Douglas
12-Dresslerville,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",5,Douglas
12-Dresslerville,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",2,Douglas
12-Dresslerville,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",3,Douglas
13-Indian Hills - West,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",23,Douglas
13-Indian Hills - West,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",17,Douglas
13-Indian Hills - West,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",13,Douglas
14-Pinenut,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",6,Douglas
14-Pinenut,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",19,Douglas
14-Pinenut,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",11,Douglas
15-Valley,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",5,Douglas
15-Valley,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",11,Douglas
15-Valley,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",6,Douglas
16-Mottsville,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",4,Douglas
16-Mottsville,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",3,Douglas
16-Mottsville,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",8,Douglas
17-Ruhenstroth,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",3,Douglas
17-Ruhenstroth,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",25,Douglas
17-Ruhenstroth,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",26,Douglas
18-Ranchos III,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",2,Douglas
18-Ranchos III,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",17,Douglas
18-Ranchos III,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",9,Douglas
19-Ranchos IV,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",10,Douglas
19-Ranchos IV,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",12,Douglas
19-Ranchos IV,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",14,Douglas
20-Birch/Ranchos,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",11,Douglas
20-Birch/Ranchos,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",22,Douglas
20-Birch/Ranchos,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",16,Douglas
21-Wildhorse,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",18,Douglas
21-Wildhorse,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",26,Douglas
21-Wildhorse,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",9,Douglas
22-Saratoga,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",15,Douglas
22-Saratoga,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",37,Douglas
22-Saratoga,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",29,Douglas
23-Indian Hills - East,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",17,Douglas
23-Indian Hills - East,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",24,Douglas
23-Indian Hills - East,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",15,Douglas
24-Topaz Lake,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",5,Douglas
24-Topaz Lake,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",4,Douglas
24-Topaz Lake,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",4,Douglas
25-Pleasantview,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",13,Douglas
25-Pleasantview,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",40,Douglas
25-Pleasantview,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",23,Douglas
26-Westwood,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",8,Douglas
26-Westwood,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",17,Douglas
26-Westwood,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",10,Douglas
27-Winhaven,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",8,Douglas
27-Winhaven,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",21,Douglas
27-Winhaven,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",8,Douglas
29-Autumn Hils,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",3,Douglas
29-Autumn Hils,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",15,Douglas
29-Autumn Hils,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",14,Douglas
30-East Fork,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",0,Douglas
30-East Fork,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",0,Douglas
30-East Fork,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",0,Douglas
31-Chichester,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",5,Douglas
31-Chichester,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",24,Douglas
31-Chichester,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",13,Douglas
32-East Valley,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",4,Douglas
32-East Valley,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",8,Douglas
32-East Valley,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",14,Douglas
33-Hot Springs,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",8,Douglas
33-Hot Springs,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",13,Douglas
33-Hot Springs,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",8,Douglas
34-Sunridge,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",4,Douglas
34-Sunridge,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",11,Douglas
34-Sunridge,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",10,Douglas
35-Glenbrook,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",4,Douglas
35-Glenbrook,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",5,Douglas
35-Glenbrook,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",7,Douglas
36-Skyland,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",6,Douglas
36-Skyland,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",5,Douglas
36-Skyland,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",8,Douglas
37-Zephyr Cove,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",6,Douglas
37-Zephyr Cove,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",7,Douglas
37-Zephyr Cove,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",3,Douglas
38-Round Hill,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",6,Douglas
38-Round Hill,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",16,Douglas
38-Round Hill,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",17,Douglas
40-Kingsbury,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",11,Douglas
40-Kingsbury,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",15,Douglas
40-Kingsbury,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",19,Douglas
41-Daggett,"U.S. Representative in Congress, District 2 (Democratic)","Dehne, Sam",7,Douglas
41-Daggett,"U.S. Representative in Congress, District 2 (Democratic)","Koepnick, Samuel",11,Douglas
41-Daggett,"U.S. Representative in Congress, District 2 (Democratic)","Rodriguez, Xiomara ""Xio""",7,Douglas
01-Centerville,"State Assembly, District 39 (Republican)","KITE, KELLY",62,Douglas
01-Centerville,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",28,Douglas
01-Centerville,"State Assembly, District 39 (Republican)","WHEELER, JIM",92,Douglas
02-Fish Springs,"State Assembly, District 39 (Republican)","KITE, KELLY",84,Douglas
02-Fish Springs,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",53,Douglas
02-Fish Springs,"State Assembly, District 39 (Republican)","WHEELER, JIM",92,Douglas
03-Gardnerville,"State Assembly, District 39 (Republican)","KITE, KELLY",76,Douglas
03-Gardnerville,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",45,Douglas
03-Gardnerville,"State Assembly, District 39 (Republican)","WHEELER, JIM",74,Douglas
04-Carson Valley Estates,"State Assembly, District 39 (Republican)","KITE, KELLY",35,Douglas
04-Carson Valley Estates,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",24,Douglas
04-Carson Valley Estates,"State Assembly, District 39 (Republican)","WHEELER, JIM",46,Douglas
05-Genoa,"State Assembly, District 39 (Republican)","KITE, KELLY",65,Douglas
05-Genoa,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",61,Douglas
05-Genoa,"State Assembly, District 39 (Republican)","WHEELER, JIM",67,Douglas
06-Jacks Valley,"State Assembly, District 39 (Republican)","KITE, KELLY",58,Douglas
06-Jacks Valley,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",64,Douglas
06-Jacks Valley,"State Assembly, District 39 (Republican)","WHEELER, JIM",49,Douglas
07-Minden,"State Assembly, District 39 (Republican)","KITE, KELLY",84,Douglas
07-Minden,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",27,Douglas
07-Minden,"State Assembly, District 39 (Republican)","WHEELER, JIM",87,Douglas
08-Ranchos I,"State Assembly, District 39 (Republican)","KITE, KELLY",58,Douglas
08-Ranchos I,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",59,Douglas
08-Ranchos I,"State Assembly, District 39 (Republican)","WHEELER, JIM",77,Douglas
09-Ranchos II,"State Assembly, District 39 (Republican)","KITE, KELLY",33,Douglas
09-Ranchos II,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",15,Douglas
09-Ranchos II,"State Assembly, District 39 (Republican)","WHEELER, JIM",49,Douglas
10-TRE,"State Assembly, District 39 (Republican)","KITE, KELLY",59,Douglas
10-TRE,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",32,Douglas
10-TRE,"State Assembly, District 39 (Republican)","WHEELER, JIM",68,Douglas
11-Johnson Lane,"State Assembly, District 39 (Republican)","KITE, KELLY",55,Douglas
11-Johnson Lane,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",37,Douglas
11-Johnson Lane,"State Assembly, District 39 (Republican)","WHEELER, JIM",75,Douglas
13-Indian Hills - West,"State Assembly, District 39 (Republican)","KITE, KELLY",48,Douglas
13-Indian Hills - West,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",41,Douglas
13-Indian Hills - West,"State Assembly, District 39 (Republican)","WHEELER, JIM",31,Douglas
14-Pinenut,"State Assembly, District 39 (Republican)","KITE, KELLY",48,Douglas
14-Pinenut,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",65,Douglas
14-Pinenut,"State Assembly, District 39 (Republican)","WHEELER, JIM",96,Douglas
15-Valley,"State Assembly, District 39 (Republican)","KITE, KELLY",22,Douglas
15-Valley,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",20,Douglas
15-Valley,"State Assembly, District 39 (Republican)","WHEELER, JIM",42,Douglas
16-Mottsville,"State Assembly, District 39 (Republican)","KITE, KELLY",79,Douglas
16-Mottsville,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",44,Douglas
16-Mottsville,"State Assembly, District 39 (Republican)","WHEELER, JIM",66,Douglas
17-Ruhenstroth,"State Assembly, District 39 (Republican)","KITE, KELLY",97,Douglas
17-Ruhenstroth,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",49,Douglas
17-Ruhenstroth,"State Assembly, District 39 (Republican)","WHEELER, JIM",142,Douglas
18-Ranchos III,"State Assembly, District 39 (Republican)","KITE, KELLY",27,Douglas
18-Ranchos III,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",23,Douglas
18-Ranchos III,"State Assembly, District 39 (Republican)","WHEELER, JIM",40,Douglas
19-Ranchos IV,"State Assembly, District 39 (Republican)","KITE, KELLY",45,Douglas
19-Ranchos IV,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",37,Douglas
19-Ranchos IV,"State Assembly, District 39 (Republican)","WHEELER, JIM",63,Douglas
20-Birch/Ranchos,"State Assembly, District 39 (Republican)","KITE, KELLY",38,Douglas
20-Birch/Ranchos,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",25,Douglas
20-Birch/Ranchos,"State Assembly, District 39 (Republican)","WHEELER, JIM",31,Douglas
21-Wildhorse,"State Assembly, District 39 (Republican)","KITE, KELLY",49,Douglas
21-Wildhorse,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",54,Douglas
21-Wildhorse,"State Assembly, District 39 (Republican)","WHEELER, JIM",133,Douglas
22-Saratoga,"State Assembly, District 39 (Republican)","KITE, KELLY",63,Douglas
22-Saratoga,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",63,Douglas
22-Saratoga,"State Assembly, District 39 (Republican)","WHEELER, JIM",128,Douglas
23-Indian Hills - East,"State Assembly, District 39 (Republican)","KITE, KELLY",33,Douglas
23-Indian Hills - East,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",37,Douglas
23-Indian Hills - East,"State Assembly, District 39 (Republican)","WHEELER, JIM",57,Douglas
24-Topaz Lake,"State Assembly, District 39 (Republican)","KITE, KELLY",53,Douglas
24-Topaz Lake,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",38,Douglas
24-Topaz Lake,"State Assembly, District 39 (Republican)","WHEELER, JIM",41,Douglas
25-Pleasantview,"State Assembly, District 39 (Republican)","KITE, KELLY",100,Douglas
25-Pleasantview,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",79,Douglas
25-Pleasantview,"State Assembly, District 39 (Republican)","WHEELER, JIM",141,Douglas
26-Westwood,"State Assembly, District 39 (Republican)","KITE, KELLY",61,Douglas
26-Westwood,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",20,Douglas
26-Westwood,"State Assembly, District 39 (Republican)","WHEELER, JIM",40,Douglas
27-Winhaven,"State Assembly, District 39 (Republican)","KITE, KELLY",66,Douglas
27-Winhaven,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",44,Douglas
27-Winhaven,"State Assembly, District 39 (Republican)","WHEELER, JIM",111,Douglas
28-Orchard Road,"State Assembly, District 39 (Republican)","KITE, KELLY",34,Douglas
28-Orchard Road,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",16,Douglas
28-Orchard Road,"State Assembly, District 39 (Republican)","WHEELER, JIM",48,Douglas
29-Autumn Hils,"State Assembly, District 39 (Republican)","KITE, KELLY",51,Douglas
29-Autumn Hils,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",29,Douglas
29-Autumn Hils,"State Assembly, District 39 (Republican)","WHEELER, JIM",95,Douglas
31-Chichester,"State Assembly, District 39 (Republican)","KITE, KELLY",31,Douglas
31-Chichester,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",19,Douglas
31-Chichester,"State Assembly, District 39 (Republican)","WHEELER, JIM",43,Douglas
32-East Valley,"State Assembly, District 39 (Republican)","KITE, KELLY",23,Douglas
32-East Valley,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",25,Douglas
32-East Valley,"State Assembly, District 39 (Republican)","WHEELER, JIM",66,Douglas
33-Hot Springs,"State Assembly, District 39 (Republican)","KITE, KELLY",26,Douglas
33-Hot Springs,"State Assembly, District 39 (Republican)","SCHMIDT, GARY",38,Douglas
33-Hot Springs,"State Assembly, District 39 (Republican)","WHEELER, JIM",49,Douglas
34-Sunridge,"State Assembly, District 39 (Republican)","KITE, KELLY",39,Douglas
