county,precinct,office,candidate,votes,district
Clark,167,State House,Derek Armstrong,297,21
Clark,167,State House,Andy Eisen,224,21
Clark,167,State House,Adam-John Sanacore,12,21
Clark,167,U.S. House,Erin Bilbray,196,3
Clark,167,U.S. House,David Goossen,9,3
Clark,167,U.S. House,Joe Heck,330,3
Clark,167,U.S. House,Randy Kimmick,5,3
Clark,167,U.S. House,Steven St. John,5,3
Clark,168,Attorney General,Jonathan Hansen,36,
Clark,168,Attorney General,Adam Laxalt,274,
Clark,168,Attorney General,Ross Miller,305,
Clark,168,Attorney General,None Of These Candidates,17,
Clark,168,Governor,Robert Goodman,163,
Clark,168,Governor,None Of These Candidates,13,
Clark,168,Governor,Brian Sandoval,448,
Clark,168,Governor,David Vanderbeek,16,
Clark,168,State House,Derek Armstrong,324,21
Clark,168,State House,Andy Eisen,270,21
Clark,168,State House,Adam-John Sanacore,23,21
Clark,168,U.S. House,Erin Bilbray,260,3
Clark,168,U.S. House,David Goossen,7,3
Clark,168,U.S. House,Joe Heck,358,3
Clark,168,U.S. House,Randy Kimmick,9,3
Clark,168,U.S. House,Steven St. John,2,3
Clark,168,Attorney General,Jonathan Hansen,1,
Clark,168,Attorney General,Adam Laxalt,14,
Clark,168,Attorney General,Ross Miller,11,
Clark,168,Attorney General,None Of These Candidates,2,
Clark,168,Governor,Robert Goodman,4,
Clark,168,Governor,None Of These Candidates,0,
Clark,168,Governor,Brian Sandoval,23,
Clark,168,Governor,David Vanderbeek,1,
Clark,168,State House,Leroy Lalley,5,22
Clark,168,State House,Lynn Stewart,20,22
Clark,168,State Senate,Teresa Lowry,5,20
Clark,168,State Senate,Michael Roberson,22,20
Clark,168,U.S. House,Erin Bilbray,7,3
Clark,168,U.S. House,David Goossen,1,3
Clark,168,U.S. House,Joe Heck,20,3
Clark,168,U.S. House,Randy Kimmick,0,3
Clark,168,U.S. House,Steven St. John,0,3
Clark,168,Attorney General,Jonathan Hansen,18,
Clark,168,Attorney General,Adam Laxalt,150,
Clark,168,Attorney General,Ross Miller,225,
Clark,168,Attorney General,None Of These Candidates,16,
Clark,168,Governor,Robert Goodman,149,
Clark,168,Governor,None Of These Candidates,12,
Clark,168,Governor,Brian Sandoval,229,
Clark,168,Governor,David Vanderbeek,17,
Clark,168,State House,Derek Armstrong,165,21
Clark,168,State House,Andy Eisen,225,21
Clark,168,State House,Adam-John Sanacore,9,21
Clark,168,U.S. House,Erin Bilbray,204,3
Clark,168,U.S. House,David Goossen,10,3
Clark,168,U.S. House,Joe Heck,185,3
Clark,168,U.S. House,Randy Kimmick,6,3
Clark,168,U.S. House,Steven St. John,4,3
Clark,168,Attorney General,Jonathan Hansen,22,
Clark,168,Attorney General,Adam Laxalt,139,
Clark,168,Attorney General,Ross Miller,215,
Clark,168,Attorney General,None Of These Candidates,16,
Clark,168,Governor,Robert Goodman,137,
Clark,168,Governor,None Of These Candidates,13,
Clark,168,Governor,Brian Sandoval,237,
Clark,168,Governor,David Vanderbeek,11,
Clark,168,State House,Heidi Swank,285,16
Clark,168,State Senate,Ruben Kihuen,215,10
Clark,168,State Senate,Ed Uehling,141,10
Clark,168,U.S. House,Erin Bilbray,184,3
Clark,168,U.S. House,David Goossen,3,3
Clark,168,U.S. House,Joe Heck,197,3
Clark,168,U.S. House,Randy Kimmick,5,3
Clark,168,U.S. House,Steven St. John,5,3
Clark,168,Attorney General,Jonathan Hansen,7,
Clark,168,Attorney General,Adam Laxalt,93,
Clark,168,Attorney General,Ross Miller,64,
Clark,168,Attorney General,None Of These Candidates,0,
Clark,168,Governor,Robert Goodman,30,
Clark,168,Governor,None Of These Candidates,7,
Clark,168,Governor,Brian Sandoval,128,
Clark,168,Governor,David Vanderbeek,3,
Clark,168,State House,Paul Aizley,55,41
Clark,168,State House,Vicki Dooling,107,41
Clark,168,State Senate,Teresa Lowry,55,20
Clark,168,State Senate,Michael Roberson,111,20
Clark,168,U.S. House,Erin Bilbray,53,3
Clark,168,U.S. House,David Goossen,3,3
Clark,168,U.S. House,Joe Heck,108,3
Clark,168,U.S. House,Randy Kimmick,4,3
Clark,168,U.S. House,Steven St. John,0,3
Clark,168,Attorney General,Jonathan Hansen,,
Clark,168,Attorney General,Adam Laxalt,,
Clark,168,Attorney General,Ross Miller,,
Clark,168,Attorney General,None Of These Candidates,,
Clark,168,Governor,Robert Goodman,,
Clark,168,Governor,None Of These Candidates,,
Clark,168,Governor,Brian Sandoval,,
Clark,168,Governor,David Vanderbeek,,
Clark,168,State House,Heidi Swank,,16
Clark,168,State Senate,Ruben Kihuen,,10
Clark,168,State Senate,Ed Uehling,,10
Clark,168,U.S. House,Erin Bilbray,,3
Clark,168,U.S. House,David Goossen,,3
Clark,168,U.S. House,Joe Heck,,3
Clark,168,U.S. House,Randy Kimmick,,3
Clark,168,U.S. House,Steven St. John,,3
Clark,168,Attorney General,Jonathan Hansen,22,
Clark,168,Attorney General,Adam Laxalt,231,
Clark,168,Attorney General,Ross Miller,166,
Clark,168,Attorney General,None Of These Candidates,17,
Clark,168,Governor,Robert Goodman,83,
Clark,168,Governor,None Of These Candidates,9,
Clark,168,Governor,Brian Sandoval,335,
Clark,168,Governor,David Vanderbeek,9,
Clark,168,State House,Paul Aizley,154,41
Clark,168,State House,Vicki Dooling,266,41
Clark,168,State Senate,Teresa Lowry,150,20
Clark,168,State Senate,Michael Roberson,280,20
Clark,168,U.S. House,Erin Bilbray,135,3
Clark,168,U.S. House,David Goossen,7,3
Clark,168,U.S. House,Joe Heck,280,3
Clark,168,U.S. House,Randy Kimmick,10,3
Clark,168,U.S. House,Steven St. John,2,3
Clark,168,Attorney General,Jonathan Hansen,19,
Clark,168,Attorney General,Adam Laxalt,197,
Clark,168,Attorney General,Ross Miller,211,
Clark,168,Attorney General,None Of These Candidates,13,
Clark,168,Governor,Robert Goodman,136,
Clark,168,Governor,None Of These Candidates,13,
Clark,168,Governor,Brian Sandoval,289,
Clark,168,Governor,David Vanderbeek,5,
Clark,168,State House,Derek Armstrong,224,21
Clark,168,State House,Andy Eisen,196,21
Clark,168,State House,Adam-John Sanacore,12,21
Clark,168,U.S. House,Erin Bilbray,187,3
Clark,168,U.S. House,David Goossen,2,3
Clark,168,U.S. House,Joe Heck,247,3
Clark,168,U.S. House,Randy Kimmick,4,3
Clark,168,U.S. House,Steven St. John,2,3
Clark,168,Attorney General,Jonathan Hansen,17,
Clark,168,Attorney General,Adam Laxalt,143,
Clark,168,Attorney General,Ross Miller,198,
Clark,168,Attorney General,None Of These Candidates,9,
Clark,168,Governor,Robert Goodman,105,
Clark,168,Governor,None Of These Candidates,13,
Clark,168,Governor,Brian Sandoval,246,
Clark,168,Governor,David Vanderbeek,9,
Clark,168,State House,Derek Armstrong,163,21
Clark,168,State House,Andy Eisen,176,21
Clark,168,State House,Adam-John Sanacore,15,21
Clark,168,U.S. House,Erin Bilbray,150,3
Clark,168,U.S. House,David Goossen,6,3
Clark,168,U.S. House,Joe Heck,198,3
Clark,168,U.S. House,Randy Kimmick,9,3
Clark,168,U.S. House,Steven St. John,5,3
Clark,168,Attorney General,Jonathan Hansen,15,
Clark,168,Attorney General,Adam Laxalt,155,
Clark,168,Attorney General,Ross Miller,197,
Clark,168,Attorney General,None Of These Candidates,13,
Clark,168,Governor,Robert Goodman,113,
Clark,168,Governor,None Of These Candidates,12,
Clark,168,Governor,Brian Sandoval,255,
Clark,168,Governor,David Vanderbeek,3,
Clark,168,State House,Derek Armstrong,177,21
Clark,168,State House,Andy Eisen,170,21
Clark,168,State House,Adam-John Sanacore,7,21
Clark,168,U.S. House,Erin Bilbray,167,3
Clark,168,U.S. House,David Goossen,1,3
Clark,168,U.S. House,Joe Heck,210,3
Clark,168,U.S. House,Randy Kimmick,1,3
Clark,168,U.S. House,Steven St. John,3,3
Clark,169,Attorney General,Jonathan Hansen,,
Clark,169,Attorney General,Adam Laxalt,,
Clark,169,Attorney General,Ross Miller,,
Clark,169,Attorney General,None Of These Candidates,,
Clark,169,Governor,Robert Goodman,,
Clark,169,Governor,None Of These Candidates,,
Clark,169,Governor,Brian Sandoval,,
Clark,169,Governor,David Vanderbeek,,
Clark,169,State House,Heidi Swank,0,16
Clark,169,State Senate,Ruben Kihuen,,10
Clark,169,State Senate,Ed Uehling,,10
Clark,169,U.S. House,Erin Bilbray,,3
Clark,169,U.S. House,David Goossen,,3
Clark,169,U.S. House,Joe Heck,,3
Clark,169,U.S. House,Randy Kimmick,,3
Clark,169,U.S. House,Steven St. John,,3
Clark,169,Attorney General,Jonathan Hansen,7,
Clark,169,Attorney General,Adam Laxalt,48,
Clark,169,Attorney General,Ross Miller,29,
Clark,169,Attorney General,None Of These Candidates,5,
Clark,169,Governor,Robert Goodman,13,
Clark,169,Governor,None Of These Candidates,4,
Clark,169,Governor,Brian Sandoval,69,
Clark,169,Governor,David Vanderbeek,3,
Clark,169,State House,Heidi Swank,47,16
Clark,169,State Senate,Ruben Kihuen,23,10
Clark,169,State Senate,Ed Uehling,53,10
Clark,169,U.S. House,Erin Bilbray,19,3
Clark,169,U.S. House,David Goossen,0,3
Clark,169,U.S. House,Joe Heck,69,3
Clark,169,U.S. House,Randy Kimmick,0,3
Clark,169,U.S. House,Steven St. John,1,3
Clark,169,Attorney General,Jonathan Hansen,11,
Clark,169,Attorney General,Adam Laxalt,139,
Clark,169,Attorney General,Ross Miller,102,
Clark,169,Attorney General,None Of These Candidates,8,
Clark,169,Governor,Robert Goodman,42,
Clark,169,Governor,None Of These Candidates,3,
Clark,169,Governor,Brian Sandoval,211,
Clark,169,Governor,David Vanderbeek,6,
Clark,169,State House,Jason Frierson,95,8
Clark,169,State House,John Moore,158,8
Clark,169,U.S. House,Erin Bilbray,72,3
Clark,169,U.S. House,David Goossen,0,3
Clark,169,U.S. House,Joe Heck,182,3
Clark,169,U.S. House,Randy Kimmick,3,3
Clark,169,U.S. House,Steven St. John,4,3
Clark,169,Attorney General,Jonathan Hansen,0,
Clark,169,Attorney General,Adam Laxalt,0,
Clark,169,Attorney General,Ross Miller,0,
Clark,169,Attorney General,None Of These Candidates,0,
Clark,169,Governor,Robert Goodman,0,
Clark,169,Governor,None Of These Candidates,0,
Clark,169,Governor,Brian Sandoval,0,
Clark,169,Governor,David Vanderbeek,0,
Clark,169,State House,Jason Frierson,0,8
Clark,169,State House,John Moore,0,8
Clark,169,U.S. House,Erin Bilbray,0,3
Clark,169,U.S. House,David Goossen,0,3
Clark,169,U.S. House,Joe Heck,0,3
Clark,169,U.S. House,Randy Kimmick,0,3
Clark,169,U.S. House,Steven St. John,0,3
Clark,169,Attorney General,Jonathan Hansen,7,
Clark,169,Attorney General,Adam Laxalt,46,
Clark,169,Attorney General,Ross Miller,61,
Clark,169,Attorney General,None Of These Candidates,4,
Clark,169,Governor,Robert Goodman,37,
Clark,169,Governor,None Of These Candidates,3,
Clark,169,Governor,Brian Sandoval,74,
Clark,169,Governor,David Vanderbeek,6,
Clark,169,State House,Jason Frierson,61,8
Clark,169,State House,John Moore,55,8
Clark,169,U.S. House,Erin Bilbray,55,3
Clark,169,U.S. House,David Goossen,0,3
Clark,169,U.S. House,Joe Heck,60,3
Clark,169,U.S. House,Randy Kimmick,3,3
Clark,169,U.S. House,Steven St. John,2,3
Clark,170,Attorney General,Jonathan Hansen,14,
Clark,170,Attorney General,Adam Laxalt,158,
Clark,170,Attorney General,Ross Miller,157,
Clark,170,Attorney General,None Of These Candidates,9,
Clark,170,Governor,Robert Goodman,85,
Clark,170,Governor,None Of These Candidates,8,
Clark,170,Governor,Brian Sandoval,241,
Clark,170,Governor,David Vanderbeek,6,
Clark,170,State House,Jason Frierson,130,8
Clark,170,State House,John Moore,199,8
Clark,170,U.S. House,Erin Bilbray,118,3
Clark,170,U.S. House,David Goossen,2,3
Clark,170,U.S. House,Joe Heck,213,3
Clark,170,U.S. House,Randy Kimmick,2,3
Clark,170,U.S. House,Steven St. John,1,3
Clark,170,Attorney General,Jonathan Hansen,14,
Clark,170,Attorney General,Adam Laxalt,92,
Clark,170,Attorney General,Ross Miller,137,
Clark,170,Attorney General,None Of These Candidates,8,
Clark,170,Governor,Robert Goodman,104,
Clark,170,Governor,None Of These Candidates,7,
Clark,170,Governor,Brian Sandoval,137,
Clark,170,Governor,David Vanderbeek,3,
Clark,170,State House,Jason Frierson,143,8
Clark,170,State House,John Moore,103,8
Clark,170,U.S. House,Erin Bilbray,127,3
Clark,170,U.S. House,David Goossen,2,3
Clark,170,U.S. House,Joe Heck,113,3
Clark,170,U.S. House,Randy Kimmick,4,3
Clark,170,U.S. House,Steven St. John,6,3
Clark,170,Attorney General,Jonathan Hansen,15,
Clark,170,Attorney General,Adam Laxalt,159,
Clark,170,Attorney General,Ross Miller,149,
Clark,170,Attorney General,None Of These Candidates,3,
Clark,170,Governor,Robert Goodman,91,
Clark,170,Governor,None Of These Candidates,7,
Clark,170,Governor,Brian Sandoval,223,
Clark,170,Governor,David Vanderbeek,8,
Clark,170,State House,Paul Aizley,134,41
Clark,170,State House,Vicki Dooling,183,41
Clark,170,State Senate,Teresa Lowry,132,20
Clark,170,State Senate,Michael Roberson,183,20
Clark,170,U.S. House,Erin Bilbray,117,3
Clark,170,U.S. House,David Goossen,4,3
Clark,170,U.S. House,Joe Heck,190,3
Clark,170,U.S. House,Randy Kimmick,11,3
Clark,170,U.S. House,Steven St. John,5,3
Clark,171,Attorney General,Jonathan Hansen,0,
Clark,171,Attorney General,Adam Laxalt,0,
Clark,171,Attorney General,Ross Miller,0,
Clark,171,Attorney General,None Of These Candidates,0,
Clark,171,Governor,Robert Goodman,0,
Clark,171,Governor,None Of These Candidates,0,
Clark,171,Governor,Brian Sandoval,0,
Clark,171,Governor,David Vanderbeek,0,
Clark,171,State House,Paul Aizley,0,41
Clark,171,State House,Vicki Dooling,0,41
Clark,171,State Senate,Teresa Lowry,0,20
Clark,171,State Senate,Michael Roberson,0,20
Clark,171,U.S. House,Erin Bilbray,0,3
Clark,171,U.S. House,David Goossen,0,3
Clark,171,U.S. House,Joe Heck,0,3
Clark,171,U.S. House,Randy Kimmick,0,3
Clark,171,U.S. House,Steven St. John,0,3
Clark,171,Attorney General,Jonathan Hansen,30,
Clark,171,Attorney General,Adam Laxalt,429,
Clark,171,Attorney General,Ross Miller,384,
Clark,171,Attorney General,None Of These Candidates,24,
Clark,171,Governor,Robert Goodman,198,
Clark,171,Governor,None Of These Candidates,19,
Clark,171,Governor,Brian Sandoval,640,
Clark,171,Governor,David Vanderbeek,11,
Clark,171,State House,Melissa Woodbury,676,23
Clark,171,State Senate,Joe Hardy,677,12
Clark,171,U.S. House,Erin Bilbray,306,3
Clark,171,U.S. House,David Goossen,13,3
Clark,171,U.S. House,Joe Heck,537,3
Clark,171,U.S. House,Randy Kimmick,9,3
Clark,171,U.S. House,Steven St. John,5,3
Clark,171,Attorney General,Jonathan Hansen,12,
Clark,171,Attorney General,Adam Laxalt,419,
Clark,171,Attorney General,Ross Miller,244,
Clark,171,Attorney General,None Of These Candidates,17,
Clark,171,Governor,Robert Goodman,95,
Clark,171,Governor,None Of These Candidates,19,
Clark,171,Governor,Brian Sandoval,575,
Clark,171,Governor,David Vanderbeek,4,
Clark,171,State House,Melissa Woodbury,558,23
Clark,171,State Senate,Joe Hardy,566,12
Clark,171,U.S. House,Erin Bilbray,197,3
Clark,171,U.S. House,David Goossen,2,3
Clark,171,U.S. House,Joe Heck,489,3
Clark,171,U.S. House,Randy Kimmick,4,3
Clark,171,U.S. House,Steven St. John,2,3
Clark,171,Attorney General,Jonathan Hansen,24,
Clark,171,Attorney General,Adam Laxalt,374,
Clark,171,Attorney General,Ross Miller,290,
Clark,171,Attorney General,None Of These Candidates,17,
Clark,171,Governor,Robert Goodman,125,
Clark,171,Governor,None Of These Candidates,17,
Clark,171,Governor,Brian Sandoval,563,
Clark,171,Governor,David Vanderbeek,4,
Clark,171,State House,Melissa Woodbury,573,23
Clark,171,State Senate,Joe Hardy,564,12
Clark,171,U.S. House,Erin Bilbray,229,3
Clark,171,U.S. House,David Goossen,6,3
Clark,171,U.S. House,Joe Heck,473,3
Clark,171,U.S. House,Randy Kimmick,1,3
Clark,171,U.S. House,Steven St. John,2,3
Clark,171,Attorney General,Jonathan Hansen,25,
Clark,171,Attorney General,Adam Laxalt,456,
Clark,171,Attorney General,Ross Miller,391,
Clark,171,Attorney General,None Of These Candidates,25,
Clark,171,Governor,Robert Goodman,202,
Clark,171,Governor,None Of These Candidates,19,
Clark,171,Governor,Brian Sandoval,683,
Clark,171,Governor,David Vanderbeek,6,
Clark,171,State House,Melissa Woodbury,680,23
Clark,171,State Senate,Joe Hardy,692,12
Clark,171,U.S. House,Erin Bilbray,326,3
Clark,171,U.S. House,David Goossen,6,3
Clark,171,U.S. House,Joe Heck,573,3
Clark,171,U.S. House,Randy Kimmick,5,3
Clark,171,U.S. House,Steven St. John,1,3
Clark,171,Attorney General,Jonathan Hansen,16,
Clark,171,Attorney General,Adam Laxalt,360,
Clark,171,Attorney General,Ross Miller,263,
Clark,171,Attorney General,None Of These Candidates,13,
Clark,171,Governor,Robert Goodman,129,
Clark,171,Governor,None Of These Candidates,10,
Clark,171,Governor,Brian Sandoval,517,
Clark,171,Governor,David Vanderbeek,4,
Clark,171,State House,Melissa Woodbury,494,23
Clark,171,State Senate,Joe Hardy,494,12
Clark,171,U.S. House,Erin Bilbray,226,3
Clark,171,U.S. House,David Goossen,7,3
Clark,171,U.S. House,Joe Heck,422,3
Clark,171,U.S. House,Randy Kimmick,2,3
Clark,171,U.S. House,Steven St. John,3,3
Clark,172,Attorney General,Jonathan Hansen,20,
Clark,172,Attorney General,Adam Laxalt,256,
Clark,172,Attorney General,Ross Miller,260,
Clark,172,Attorney General,None Of These Candidates,5,
Clark,172,Governor,Robert Goodman,138,
Clark,172,Governor,None Of These Candidates,9,
Clark,172,Governor,Brian Sandoval,386,
Clark,172,Governor,David Vanderbeek,10,
Clark,172,State House,Melissa Woodbury,408,23
Clark,172,State Senate,Joe Hardy,408,12
Clark,172,U.S. House,Erin Bilbray,213,3
Clark,172,U.S. House,David Goossen,4,3
Clark,172,U.S. House,Joe Heck,316,3
Clark,172,U.S. House,Randy Kimmick,4,3
Clark,172,U.S. House,Steven St. John,2,3
Clark,172,Attorney General,Jonathan Hansen,18,
Clark,172,Attorney General,Adam Laxalt,418,
Clark,172,Attorney General,Ross Miller,314,
Clark,172,Attorney General,None Of These Candidates,19,
Clark,172,Governor,Robert Goodman,137,
Clark,172,Governor,None Of These Candidates,18,
Clark,172,Governor,Brian Sandoval,614,
Clark,172,Governor,David Vanderbeek,6,
Clark,172,State House,Melissa Woodbury,618,23
Clark,172,State Senate,Joe Hardy,621,12
Clark,172,U.S. House,Erin Bilbray,251,3
Clark,172,U.S. House,David Goossen,4,3
Clark,172,U.S. House,Joe Heck,508,3
Clark,172,U.S. House,Randy Kimmick,1,3
Clark,172,U.S. House,Steven St. John,5,3
Clark,172,Attorney General,Jonathan Hansen,9,
Clark,172,Attorney General,Adam Laxalt,257,
Clark,172,Attorney General,Ross Miller,212,
Clark,172,Attorney General,None Of These Candidates,11,
Clark,172,Governor,Robert Goodman,108,
Clark,172,Governor,None Of These Candidates,10,
Clark,172,Governor,Brian Sandoval,372,
Clark,172,Governor,David Vanderbeek,1,
Clark,172,State House,Melissa Woodbury,384,23
Clark,172,State Senate,Joe Hardy,391,12
Clark,172,U.S. House,Erin Bilbray,165,3
Clark,172,U.S. House,David Goossen,4,3
Clark,172,U.S. House,Joe Heck,317,3
Clark,172,U.S. House,Randy Kimmick,4,3
Clark,172,U.S. House,Steven St. John,3,3
Clark,172,Attorney General,Jonathan Hansen,38,
Clark,172,Attorney General,Adam Laxalt,468,
Clark,172,Attorney General,Ross Miller,421,
Clark,172,Attorney General,None Of These Candidates,21,
Clark,172,Governor,Robert Goodman,184,
Clark,172,Governor,None Of These Candidates,15,
Clark,172,Governor,Brian Sandoval,741,
Clark,172,Governor,David Vanderbeek,18,
Clark,172,State House,Melissa Woodbury,748,23
Clark,172,State Senate,Joe Hardy,756,12
Clark,172,U.S. House,Erin Bilbray,337,3
Clark,172,U.S. House,David Goossen,7,3
Clark,172,U.S. House,Joe Heck,593,3
Clark,172,U.S. House,Randy Kimmick,4,3
Clark,172,U.S. House,Steven St. John,10,3
Clark,173,Attorney General,Jonathan Hansen,4,
Clark,173,Attorney General,Adam Laxalt,13,
Clark,173,Attorney General,Ross Miller,11,
Clark,173,Attorney General,None Of These Candidates,0,
Clark,173,Governor,Robert Goodman,9,
Clark,173,Governor,None Of These Candidates,1,
Clark,173,Governor,Brian Sandoval,18,
Clark,173,Governor,David Vanderbeek,1,
Clark,173,State House,James Oscarson,22,36
Clark,173,U.S. House,Erin Bilbray,11,3
Clark,173,U.S. House,David Goossen,0,3
Clark,173,U.S. House,Joe Heck,17,3
Clark,173,U.S. House,Randy Kimmick,1,3
Clark,173,U.S. House,Steven St. John,0,3
Clark,175,Attorney General,Jonathan Hansen,31,
Clark,175,Attorney General,Adam Laxalt,252,
Clark,175,Attorney General,Ross Miller,133,
Clark,175,Attorney General,None Of These Candidates,22,
Clark,175,Governor,Robert Goodman,89,
Clark,175,Governor,None Of These Candidates,15,
Clark,175,Governor,Brian Sandoval,319,
Clark,175,Governor,David Vanderbeek,17,
Clark,175,State House,Melissa Woodbury,336,23
Clark,175,State Senate,Joe Hardy,341,12
Clark,175,U.S. House,Erin Bilbray,137,3
Clark,175,U.S. House,David Goossen,11,3
Clark,175,U.S. House,Joe Heck,276,3
Clark,175,U.S. House,Randy Kimmick,6,3
Clark,175,U.S. House,Steven St. John,9,3
Clark,175,Attorney General,Jonathan Hansen,31,
Clark,175,Attorney General,Adam Laxalt,362,
Clark,175,Attorney General,Ross Miller,137,
Clark,175,Attorney General,None Of These Candidates,15,
Clark,175,Governor,Robert Goodman,75,
Clark,175,Governor,None Of These Candidates,7,
Clark,175,Governor,Brian Sandoval,463,
Clark,175,Governor,David Vanderbeek,6,
Clark,175,State House,Melissa Woodbury,461,23
Clark,175,State Senate,Joe Hardy,461,12
Clark,175,U.S. House,Erin Bilbray,119,3
Clark,175,U.S. House,David Goossen,8,3
Clark,175,U.S. House,Joe Heck,408,3
Clark,175,U.S. House,Randy Kimmick,3,3
Clark,175,U.S. House,Steven St. John,8,3
Clark,200,Attorney General,Jonathan Hansen,41,
Clark,200,Attorney General,Adam Laxalt,211,
Clark,200,Attorney General,Ross Miller,213,
Clark,200,Attorney General,None Of These Candidates,12,
Clark,200,Governor,Robert Goodman,114,
Clark,200,Governor,None Of These Candidates,9,
Clark,200,Governor,Brian Sandoval,331,
Clark,200,Governor,David Vanderbeek,23,
Clark,200,State House,Roger Baum,213,1
Clark,200,State House,Marilyn Kirkpatrick,258,1
Clark,200,U.S. House,Russell Best,13,4
Clark,200,U.S. House,Steve Brown,13,4
Clark,200,U.S. House,Cresent Hardy,262,4
Clark,200,U.S. House,Steven Horsford,188,4
Clark,203,Attorney General,Jonathan Hansen,22,
Clark,203,Attorney General,Adam Laxalt,242,
Clark,203,Attorney General,Ross Miller,256,
Clark,203,Attorney General,None Of These Candidates,23,
Clark,203,Governor,Robert Goodman,126,
Clark,203,Governor,None Of These Candidates,21,
Clark,203,Governor,Brian Sandoval,385,
Clark,203,Governor,David Vanderbeek,9,
Clark,203,State House,Brent Leavitt,254,7
Clark,203,State House,Dina Neal,268,7
Clark,203,U.S. House,Russell Best,8,4
Clark,203,U.S. House,Steve Brown,13,4
Clark,203,U.S. House,Cresent Hardy,253,4
Clark,203,U.S. House,Steven Horsford,264,4
Clark,204,Attorney General,Jonathan Hansen,49,
Clark,204,Attorney General,Adam Laxalt,324,
Clark,204,Attorney General,Ross Miller,283,
Clark,204,Attorney General,None Of These Candidates,17,
Clark,204,Governor,Robert Goodman,162,
Clark,204,Governor,None Of These Candidates,19,
Clark,204,Governor,Brian Sandoval,474,
Clark,204,Governor,David Vanderbeek,23,
Clark,204,State House,Brent Leavitt,385,7
Clark,204,State House,Dina Neal,267,7
Clark,204,U.S. House,Russell Best,14,4
Clark,204,U.S. House,Steve Brown,22,4
Clark,204,U.S. House,Cresent Hardy,367,4
Clark,204,U.S. House,Steven Horsford,266,4
Clark,207,Attorney General,Jonathan Hansen,13,
Clark,207,Attorney General,Adam Laxalt,66,
Clark,207,Attorney General,Ross Miller,29,
Clark,207,Attorney General,None Of These Candidates,4,
Clark,207,Governor,Robert Goodman,11,
Clark,207,Governor,None Of These Candidates,6,
Clark,207,Governor,Brian Sandoval,91,
Clark,207,Governor,David Vanderbeek,4,
Clark,207,State House,Chris Edwards,87,19
Clark,207,State House,Donald Hendon,6,19
Clark,207,State House,James Zygadlo,12,19
Clark,207,State Senate,Joe Hardy,102,12
Clark,207,U.S. House,Russell Best,3,4
Clark,207,U.S. House,Steve Brown,5,4
Clark,207,U.S. House,Cresent Hardy,83,4
Clark,207,U.S. House,Steven Horsford,21,4
Clark,212,Attorney General,Jonathan Hansen,10,
Clark,212,Attorney General,Adam Laxalt,79,
Clark,212,Attorney General,Ross Miller,104,
Clark,212,Attorney General,None Of These Candidates,1,
Clark,212,Governor,Robert Goodman,63,
Clark,212,Governor,None Of These Candidates,3,
Clark,212,Governor,Brian Sandoval,122,
Clark,212,Governor,David Vanderbeek,7,
Clark,212,State House,James Ohrenschall,109,12
Clark,212,State House,Troy Warren,75,12
Clark,212,State Senate,Mark Manendo,103,21
Clark,212,State Senate,Ron Mcginnis,87,21
Clark,212,U.S. House,Russell Best,5,4
Clark,212,U.S. House,Steve Brown,16,4
Clark,212,U.S. House,Cresent Hardy,83,4
Clark,212,U.S. House,Steven Horsford,91,4
Clark,235,Attorney General,Jonathan Hansen,18,
Clark,235,Attorney General,Adam Laxalt,211,
Clark,235,Attorney General,Ross Miller,184,
Clark,235,Attorney General,None Of These Candidates,10,
Clark,235,Governor,Robert Goodman,80,
Clark,235,Governor,None Of These Candidates,17,
Clark,235,Governor,Brian Sandoval,317,
Clark,235,Governor,David Vanderbeek,9,
Clark,235,State House,Michele Fiore,259,4
Clark,235,State House,Jeff Hinton,161,4
Clark,235,U.S. House,Russell Best,4,4
Clark,235,U.S. House,Steve Brown,12,4
Clark,235,U.S. House,Cresent Hardy,218,4
Clark,235,U.S. House,Steven Horsford,183,4
Clark,235,Attorney General,Jonathan Hansen,28,
Clark,235,Attorney General,Adam Laxalt,355,
Clark,235,Attorney General,Ross Miller,296,
Clark,235,Attorney General,None Of These Candidates,11,
Clark,235,Governor,Robert Goodman,127,
Clark,235,Governor,None Of These Candidates,17,
Clark,235,Governor,Brian Sandoval,530,
Clark,235,Governor,David Vanderbeek,15,
Clark,235,State House,Michele Fiore,453,4
Clark,235,State House,Jeff Hinton,220,4
Clark,235,U.S. House,Russell Best,15,4
Clark,235,U.S. House,Steve Brown,11,4
Clark,235,U.S. House,Cresent Hardy,378,4
Clark,235,U.S. House,Steven Horsford,274,4
Clark,235,Attorney General,Jonathan Hansen,12,
Clark,235,Attorney General,Adam Laxalt,155,
Clark,235,Attorney General,Ross Miller,183,
Clark,235,Attorney General,None Of These Candidates,9,
Clark,235,Governor,Robert Goodman,104,
Clark,235,Governor,None Of These Candidates,8,
Clark,235,Governor,Brian Sandoval,239,
Clark,235,Governor,David Vanderbeek,12,
Clark,235,State House,Michele Fiore,200,4
Clark,235,State House,Jeff Hinton,154,4
Clark,235,U.S. House,Russell Best,7,4
Clark,235,U.S. House,Steve Brown,16,4
Clark,235,U.S. House,Cresent Hardy,159,4
Clark,235,U.S. House,Steven Horsford,177,4
Clark,235,Attorney General,Jonathan Hansen,0,
Clark,235,Attorney General,Adam Laxalt,0,
Clark,235,Attorney General,Ross Miller,0,
Clark,235,Attorney General,None Of These Candidates,0,
