county,precinct,office,candidate,votes,district
Clark,100,President,John Kerry,361,
Clark,100,President,Michael Peroutka,2,
Clark,100,President,Michael Badnarik,6,
Clark,100,President,None Of These Candidates,7,
Clark,100,President,Ralph Nader,3,
Clark,100,State House,Joe Hardy,595,20
Clark,100,State House,Travis Chandler,181,20
Clark,100,U.S. House,Joseph Silvestri,25,3
Clark,100,U.S. House,Jon Porter,524,3
Clark,100,U.S. House,Richard O'Dell',13,3
Clark,100,U.S. House,Tom Gallagher,266,3
Clark,100,U.S. Senate,David Schumann,2,
Clark,100,U.S. Senate,Gary Marinch,0,
Clark,100,U.S. Senate,None Of These Candidates,18,
Clark,100,U.S. Senate,Harry Reid,501,
Clark,100,U.S. Senate,Richard Ziser,305,
Clark,100,U.S. Senate,Thomas Hurst,13,
Clark,100,President,David Cobb,0,
Clark,100,President,George Bush,558,
Clark,100,President,John Kerry,342,
Clark,100,President,Michael Peroutka,0,
Clark,100,President,Michael Badnarik,4,
Clark,100,President,None Of These Candidates,2,
Clark,100,President,Ralph Nader,9,
Clark,100,State House,Joe Hardy,622,20
Clark,100,State House,Travis Chandler,193,20
Clark,100,U.S. House,Joseph Silvestri,27,3
Clark,100,U.S. House,Jon Porter,618,3
Clark,100,U.S. House,Richard O'Dell',9,3
Clark,100,U.S. House,Tom Gallagher,239,3
Clark,100,U.S. Senate,David Schumann,3,
Clark,100,U.S. Senate,Gary Marinch,2,
Clark,100,U.S. Senate,None Of These Candidates,10,
Clark,100,U.S. Senate,Harry Reid,498,
Clark,100,U.S. Senate,Richard Ziser,376,
Clark,100,U.S. Senate,Thomas Hurst,11,
Clark,100,President,David Cobb,0,
Clark,100,President,George Bush,541,
Clark,100,President,John Kerry,374,
Clark,100,President,Michael Peroutka,1,
Clark,100,President,Michael Badnarik,2,
Clark,100,President,None Of These Candidates,3,
Clark,100,President,Ralph Nader,4,
Clark,100,State House,Joe Hardy,678,20
Clark,100,State House,Travis Chandler,169,20
Clark,100,U.S. House,Joseph Silvestri,12,3
Clark,100,U.S. House,Jon Porter,626,3
Clark,100,U.S. House,Richard O'Dell',20,3
Clark,100,U.S. House,Tom Gallagher,236,3
Clark,100,U.S. Senate,David Schumann,7,
Clark,100,U.S. Senate,Gary Marinch,1,
Clark,100,U.S. Senate,None Of These Candidates,11,
Clark,100,U.S. Senate,Harry Reid,542,
Clark,100,U.S. Senate,Richard Ziser,340,
Clark,100,U.S. Senate,Thomas Hurst,8,
Clark,101,President,David Cobb,0,
Clark,101,President,George Bush,432,
Clark,101,President,John Kerry,242,
Clark,101,President,Michael Peroutka,1,
Clark,101,President,Michael Badnarik,1,
Clark,101,President,None Of These Candidates,5,
Clark,101,President,Ralph Nader,5,
Clark,101,State House,Joe Hardy,494,20
Clark,101,State House,Travis Chandler,144,20
Clark,101,U.S. House,Joseph Silvestri,9,3
Clark,101,U.S. House,Jon Porter,471,3
Clark,101,U.S. House,Richard O'Dell',6,3
Clark,101,U.S. House,Tom Gallagher,183,3
Clark,101,U.S. Senate,David Schumann,2,
Clark,101,U.S. Senate,Gary Marinch,0,
Clark,101,U.S. Senate,None Of These Candidates,3,
Clark,101,U.S. Senate,Harry Reid,362,
Clark,101,U.S. Senate,Richard Ziser,302,
Clark,101,U.S. Senate,Thomas Hurst,7,
Clark,101,President,David Cobb,0,
Clark,101,President,George Bush,257,
Clark,101,President,John Kerry,53,
Clark,101,President,Michael Peroutka,0,
Clark,101,President,Michael Badnarik,0,
Clark,101,President,None Of These Candidates,2,
Clark,101,President,Ralph Nader,1,
Clark,101,State House,Joe Hardy,255,20
Clark,101,State House,Travis Chandler,36,20
Clark,101,U.S. House,Joseph Silvestri,4,3
Clark,101,U.S. House,Jon Porter,253,3
Clark,101,U.S. House,Richard O'Dell',9,3
Clark,101,U.S. House,Tom Gallagher,36,3
Clark,101,U.S. Senate,David Schumann,0,
Clark,101,U.S. Senate,Gary Marinch,1,
Clark,101,U.S. Senate,None Of These Candidates,1,
Clark,101,U.S. Senate,Harry Reid,66,
Clark,101,U.S. Senate,Richard Ziser,240,
Clark,101,U.S. Senate,Thomas Hurst,3,
Clark,103,President,David Cobb,0,
Clark,103,President,George Bush,232,
Clark,103,President,John Kerry,131,
Clark,103,President,Michael Peroutka,0,
Clark,103,President,Michael Badnarik,1,
Clark,103,President,None Of These Candidates,1,
Clark,103,President,Ralph Nader,0,
Clark,103,State House,Caren Levenson,106,22
Clark,103,State House,Joshua Hansen,7,22
Clark,103,State House,Scott Sibley,210,22
Clark,103,U.S. House,Joseph Silvestri,4,3
Clark,103,U.S. House,Jon Porter,232,3
Clark,103,U.S. House,Richard O'Dell',1,3
Clark,103,U.S. House,Tom Gallagher,117,3
Clark,103,U.S. Senate,David Schumann,0,
Clark,103,U.S. Senate,Gary Marinch,0,
Clark,103,U.S. Senate,None Of These Candidates,5,
Clark,103,U.S. Senate,Harry Reid,190,
Clark,103,U.S. Senate,Richard Ziser,161,
Clark,103,U.S. Senate,Thomas Hurst,2,
Clark,103,President,David Cobb,2,
Clark,103,President,George Bush,626,
Clark,103,President,John Kerry,257,
Clark,103,President,Michael Peroutka,0,
Clark,103,President,Michael Badnarik,4,
Clark,103,President,None Of These Candidates,1,
Clark,103,President,Ralph Nader,5,
Clark,103,State House,Caren Levenson,210,22
Clark,103,State House,Joshua Hansen,11,22
Clark,103,State House,Scott Sibley,585,22
Clark,103,U.S. House,Joseph Silvestri,12,3
Clark,103,U.S. House,Jon Porter,619,3
Clark,103,U.S. House,Richard O'Dell',5,3
Clark,103,U.S. House,Tom Gallagher,231,3
Clark,103,U.S. Senate,David Schumann,2,
Clark,103,U.S. Senate,Gary Marinch,3,
Clark,103,U.S. Senate,None Of These Candidates,16,
Clark,103,U.S. Senate,Harry Reid,417,
Clark,103,U.S. Senate,Richard Ziser,437,
Clark,103,U.S. Senate,Thomas Hurst,4,
Clark,105,President,David Cobb,0,
Clark,105,President,George Bush,27,
Clark,105,President,John Kerry,23,
Clark,105,President,Michael Peroutka,0,
Clark,105,President,Michael Badnarik,0,
Clark,105,President,None Of These Candidates,0,
Clark,105,President,Ralph Nader,0,
Clark,105,State House,Joe Hardy,23,20
Clark,105,State House,Travis Chandler,11,20
Clark,105,U.S. House,Joseph Silvestri,0,3
Clark,105,U.S. House,Jon Porter,31,3
Clark,105,U.S. House,Richard O'Dell',0,3
Clark,105,U.S. House,Tom Gallagher,17,3
Clark,105,U.S. Senate,David Schumann,0,
Clark,105,U.S. Senate,Gary Marinch,0,
Clark,105,U.S. Senate,None Of These Candidates,1,
Clark,105,U.S. Senate,Harry Reid,25,
Clark,105,U.S. Senate,Richard Ziser,21,
Clark,105,U.S. Senate,Thomas Hurst,1,
Clark,106,President,David Cobb,0,
Clark,106,President,George Bush,207,
Clark,106,President,John Kerry,163,
Clark,106,President,Michael Peroutka,0,
Clark,106,President,Michael Badnarik,0,
Clark,106,President,None Of These Candidates,1,
Clark,106,President,Ralph Nader,6,
Clark,106,State House,Bob Spretnak,153,16
Clark,106,State House,John Oceguera,196,16
Clark,106,State Senate,Joe Heck,206,5
Clark,106,State Senate,Richard Fitzpatrick,129,5
Clark,106,State Senate,T. Hagan,15,5
Clark,106,U.S. House,Joseph Silvestri,12,3
Clark,106,U.S. House,Jon Porter,208,3
Clark,106,U.S. House,Richard O'Dell',10,3
Clark,106,U.S. House,Tom Gallagher,137,3
Clark,106,U.S. Senate,David Schumann,1,
Clark,106,U.S. Senate,Gary Marinch,0,
Clark,106,U.S. Senate,None Of These Candidates,6,
Clark,106,U.S. Senate,Harry Reid,245,
Clark,106,U.S. Senate,Richard Ziser,115,
Clark,106,U.S. Senate,Thomas Hurst,4,
Clark,106,President,David Cobb,1,
Clark,106,President,George Bush,447,
Clark,106,President,John Kerry,470,
Clark,106,President,Michael Peroutka,0,
Clark,106,President,Michael Badnarik,2,
Clark,106,President,None Of These Candidates,9,
Clark,106,President,Ralph Nader,8,
Clark,106,State House,Christopher Hansen,44,41
Clark,106,State House,David Parks,460,41
Clark,106,State House,Patricia Saye,341,41
Clark,106,State Senate,Joe Heck,467,5
Clark,106,State Senate,Richard Fitzpatrick,364,5
Clark,106,State Senate,T. Hagan,29,5
Clark,106,U.S. House,Joseph Silvestri,30,3
Clark,106,U.S. House,Jon Porter,475,3
Clark,106,U.S. House,Richard O'Dell',20,3
Clark,106,U.S. House,Tom Gallagher,377,3
Clark,106,U.S. Senate,David Schumann,6,
Clark,106,U.S. Senate,Gary Marinch,0,
Clark,106,U.S. Senate,None Of These Candidates,12,
Clark,106,U.S. Senate,Harry Reid,605,
Clark,106,U.S. Senate,Richard Ziser,284,
Clark,106,U.S. Senate,Thomas Hurst,8,
Clark,107,President,David Cobb,0,
Clark,107,President,George Bush,0,
Clark,107,President,John Kerry,0,
Clark,107,President,Michael Peroutka,0,
Clark,107,President,Michael Badnarik,0,
Clark,107,President,None Of These Candidates,0,
Clark,107,President,Ralph Nader,0,
Clark,107,State House,Joe Hardy,0,20
Clark,107,State House,Travis Chandler,0,20
Clark,107,U.S. House,Joseph Silvestri,0,3
Clark,107,U.S. House,Jon Porter,0,3
Clark,107,U.S. House,Richard O'Dell',0,3
Clark,107,U.S. House,Tom Gallagher,0,3
Clark,107,U.S. Senate,David Schumann,0,
Clark,107,U.S. Senate,Gary Marinch,0,
Clark,107,U.S. Senate,None Of These Candidates,0,
Clark,107,U.S. Senate,Harry Reid,0,
Clark,107,U.S. Senate,Richard Ziser,0,
Clark,107,U.S. Senate,Thomas Hurst,0,
Clark,107,President,David Cobb,0,
Clark,107,President,George Bush,248,
Clark,107,President,John Kerry,161,
Clark,107,President,Michael Peroutka,0,
Clark,107,President,Michael Badnarik,3,
Clark,107,President,None Of These Candidates,1,
Clark,107,President,Ralph Nader,7,
Clark,107,State House,Joe Hardy,234,20
Clark,107,State House,Travis Chandler,113,20
Clark,107,U.S. House,Joseph Silvestri,16,3
Clark,107,U.S. House,Jon Porter,236,3
Clark,107,U.S. House,Richard O'Dell',12,3
Clark,107,U.S. House,Tom Gallagher,131,3
Clark,107,U.S. Senate,David Schumann,3,
Clark,107,U.S. Senate,Gary Marinch,1,
Clark,107,U.S. Senate,None Of These Candidates,6,
Clark,107,U.S. Senate,Harry Reid,243,
Clark,107,U.S. Senate,Richard Ziser,154,
Clark,107,U.S. Senate,Thomas Hurst,8,
Clark,107,President,David Cobb,3,
Clark,107,President,George Bush,731,
Clark,107,President,John Kerry,476,
Clark,107,President,Michael Peroutka,1,
Clark,107,President,Michael Badnarik,5,
Clark,107,President,None Of These Candidates,4,
Clark,107,President,Ralph Nader,10,
Clark,107,State House,Joe Hardy,592,20
Clark,107,State House,Travis Chandler,384,20
Clark,107,U.S. House,Joseph Silvestri,25,3
Clark,107,U.S. House,Jon Porter,724,3
Clark,107,U.S. House,Richard O'Dell',29,3
Clark,107,U.S. House,Tom Gallagher,383,3
Clark,107,U.S. Senate,David Schumann,12,
Clark,107,U.S. Senate,Gary Marinch,5,
Clark,107,U.S. Senate,None Of These Candidates,17,
Clark,107,U.S. Senate,Harry Reid,618,
Clark,107,U.S. Senate,Richard Ziser,521,
Clark,107,U.S. Senate,Thomas Hurst,16,
Clark,107,President,David Cobb,1,
Clark,107,President,George Bush,499,
Clark,107,President,John Kerry,380,
Clark,107,President,Michael Peroutka,1,
Clark,107,President,Michael Badnarik,2,
Clark,107,President,None Of These Candidates,7,
Clark,107,President,Ralph Nader,8,
Clark,107,State House,Joe Hardy,431,20
Clark,107,State House,Travis Chandler,253,20
Clark,107,U.S. House,Joseph Silvestri,20,3
Clark,107,U.S. House,Jon Porter,487,3
Clark,107,U.S. House,Richard O'Dell',21,3
Clark,107,U.S. House,Tom Gallagher,317,3
Clark,107,U.S. Senate,David Schumann,5,
Clark,107,U.S. Senate,Gary Marinch,1,
Clark,107,U.S. Senate,None Of These Candidates,16,
Clark,107,U.S. Senate,Harry Reid,491,
Clark,107,U.S. Senate,Richard Ziser,343,
Clark,107,U.S. Senate,Thomas Hurst,10,
Clark,107,President,David Cobb,0,
Clark,107,President,George Bush,379,
Clark,107,President,John Kerry,294,
Clark,107,President,Michael Peroutka,0,
Clark,107,President,Michael Badnarik,2,
Clark,107,President,None Of These Candidates,1,
Clark,107,President,Ralph Nader,3,
Clark,107,State House,Caren Levenson,260,22
Clark,107,State House,Joshua Hansen,25,22
Clark,107,State House,Scott Sibley,346,22
Clark,107,U.S. House,Joseph Silvestri,28,3
Clark,107,U.S. House,Jon Porter,403,3
Clark,107,U.S. House,Richard O'Dell',12,3
Clark,107,U.S. House,Tom Gallagher,217,3
Clark,107,U.S. Senate,David Schumann,1,
Clark,107,U.S. Senate,Gary Marinch,1,
Clark,107,U.S. Senate,None Of These Candidates,9,
Clark,107,U.S. Senate,Harry Reid,394,
Clark,107,U.S. Senate,Richard Ziser,257,
Clark,107,U.S. Senate,Thomas Hurst,4,
Clark,108,President,David Cobb,2,
Clark,108,President,George Bush,478,
Clark,108,President,John Kerry,474,
Clark,108,President,Michael Peroutka,2,
Clark,108,President,Michael Badnarik,2,
Clark,108,President,None Of These Candidates,1,
Clark,108,President,Ralph Nader,4,
Clark,108,State House,Richard Perkins,534,23
Clark,108,State House,Steven Grierson,374,23
Clark,108,U.S. House,Joseph Silvestri,42,3
Clark,108,U.S. House,Jon Porter,483,3
Clark,108,U.S. House,Richard O'Dell',31,3
Clark,108,U.S. House,Tom Gallagher,374,3
Clark,108,U.S. Senate,David Schumann,5,
Clark,108,U.S. Senate,Gary Marinch,4,
Clark,108,U.S. Senate,None Of These Candidates,11,
Clark,108,U.S. Senate,Harry Reid,618,
Clark,108,U.S. Senate,Richard Ziser,297,
Clark,108,U.S. Senate,Thomas Hurst,11,
Clark,110,President,David Cobb,0,
Clark,110,President,George Bush,394,
Clark,110,President,John Kerry,383,
Clark,110,President,Michael Peroutka,3,
Clark,110,President,Michael Badnarik,1,
Clark,110,President,None Of These Candidates,4,
Clark,110,President,Ralph Nader,7,
Clark,110,State House,Anthony Bandiero,376,29
Clark,110,State House,Susan Gerhardt,365,29
Clark,110,State Senate,Joe Heck,407,5
Clark,110,State Senate,Richard Fitzpatrick,303,5
Clark,110,State Senate,T. Hagan,20,5
Clark,110,U.S. House,Joseph Silvestri,29,3
Clark,110,U.S. House,Jon Porter,431,3
Clark,110,U.S. House,Richard O'Dell',18,3
Clark,110,U.S. House,Tom Gallagher,285,3
Clark,110,U.S. Senate,David Schumann,6,
Clark,110,U.S. Senate,Gary Marinch,0,
Clark,110,U.S. Senate,None Of These Candidates,14,
Clark,110,U.S. Senate,Harry Reid,498,
Clark,110,U.S. Senate,Richard Ziser,249,
Clark,110,U.S. Senate,Thomas Hurst,9,
Clark,110,President,David Cobb,0,
Clark,110,President,George Bush,219,
Clark,110,President,John Kerry,325,
Clark,110,President,Michael Peroutka,1,
Clark,110,President,Michael Badnarik,4,
Clark,110,President,None Of These Candidates,1,
Clark,110,President,Ralph Nader,4,
Clark,110,State House,Anthony Bandiero,188,29
Clark,110,State House,Susan Gerhardt,328,29
Clark,110,State Senate,Joe Heck,222,5
Clark,110,State Senate,Richard Fitzpatrick,264,5
Clark,110,State Senate,T. Hagan,23,5
Clark,110,U.S. House,Joseph Silvestri,21,3
Clark,110,U.S. House,Jon Porter,250,3
Clark,110,U.S. House,Richard O'Dell',10,3
Clark,110,U.S. House,Tom Gallagher,247,3
Clark,110,U.S. Senate,David Schumann,3,
Clark,110,U.S. Senate,Gary Marinch,0,
Clark,110,U.S. Senate,None Of These Candidates,13,
Clark,110,U.S. Senate,Harry Reid,382,
Clark,110,U.S. Senate,Richard Ziser,131,
Clark,110,U.S. Senate,Thomas Hurst,9,
Clark,111,President,David Cobb,0,
Clark,111,President,George Bush,256,
Clark,111,President,John Kerry,241,
Clark,111,President,Michael Peroutka,0,
Clark,111,President,Michael Badnarik,1,
Clark,111,President,None Of These Candidates,3,
Clark,111,President,Ralph Nader,8,
Clark,111,State House,Bob Seale,252,21
Clark,111,State House,Jesse Harris,9,21
Clark,111,State House,Joseph Pitts,196,21
Clark,111,State Senate,Joe Heck,241,5
Clark,111,State Senate,Richard Fitzpatrick,213,5
Clark,111,State Senate,T. Hagan,10,5
Clark,111,U.S. House,Joseph Silvestri,18,3
Clark,111,U.S. House,Jon Porter,271,3
Clark,111,U.S. House,Richard O'Dell',6,3
Clark,111,U.S. House,Tom Gallagher,192,3
Clark,111,U.S. Senate,David Schumann,3,
Clark,111,U.S. Senate,Gary Marinch,0,
Clark,111,U.S. Senate,None Of These Candidates,8,
Clark,111,U.S. Senate,Harry Reid,329,
Clark,111,U.S. Senate,Richard Ziser,154,
Clark,111,U.S. Senate,Thomas Hurst,4,
Clark,111,President,David Cobb,1,
Clark,111,President,George Bush,541,
Clark,111,President,John Kerry,405,
Clark,111,President,Michael Peroutka,0,
Clark,111,President,Michael Badnarik,1,
Clark,111,President,None Of These Candidates,10,
Clark,111,President,Ralph Nader,5,
Clark,111,State House,Bob Seale,560,21
Clark,111,State House,Jesse Harris,21,21
Clark,111,State House,Joseph Pitts,317,21
Clark,111,State Senate,Joe Heck,560,5
Clark,111,State Senate,Richard Fitzpatrick,331,5
Clark,111,State Senate,T. Hagan,23,5
Clark,111,U.S. House,Joseph Silvestri,12,3
Clark,111,U.S. House,Jon Porter,573,3
Clark,111,U.S. House,Richard O'Dell',18,3
Clark,111,U.S. House,Tom Gallagher,325,3
Clark,111,U.S. Senate,David Schumann,6,
Clark,111,U.S. Senate,Gary Marinch,1,
Clark,111,U.S. Senate,None Of These Candidates,10,
Clark,111,U.S. Senate,Harry Reid,564,
Clark,111,U.S. Senate,Richard Ziser,367,
Clark,111,U.S. Senate,Thomas Hurst,6,
Clark,111,President,David Cobb,1,
Clark,111,President,George Bush,407,
Clark,111,President,John Kerry,360,
Clark,111,President,Michael Peroutka,2,
Clark,111,President,Michael Badnarik,0,
Clark,111,President,None Of These Candidates,3,
Clark,111,President,Ralph Nader,2,
Clark,111,State House,Bob Seale,400,21
Clark,111,State House,Jesse Harris,19,21
Clark,111,State House,Joseph Pitts,265,21
Clark,111,State Senate,Joe Heck,412,5
Clark,111,State Senate,Richard Fitzpatrick,266,5
Clark,111,State Senate,T. Hagan,23,5
Clark,111,U.S. House,Joseph Silvestri,16,3
Clark,111,U.S. House,Jon Porter,440,3
Clark,111,U.S. House,Richard O'Dell',15,3
Clark,111,U.S. House,Tom Gallagher,260,3
Clark,111,U.S. Senate,David Schumann,5,
Clark,111,U.S. Senate,Gary Marinch,2,
Clark,111,U.S. Senate,None Of These Candidates,7,
Clark,111,U.S. Senate,Harry Reid,469,
Clark,111,U.S. Senate,Richard Ziser,261,
Clark,111,U.S. Senate,Thomas Hurst,4,
Clark,112,President,David Cobb,0,
Clark,112,President,George Bush,171,
Clark,112,President,John Kerry,183,
Clark,112,President,Michael Peroutka,0,
Clark,112,President,Michael Badnarik,1,
Clark,112,President,None Of These Candidates,0,
Clark,112,President,Ralph Nader,0,
Clark,112,State House,Bob Seale,160,21
Clark,112,State House,Jesse Harris,12,21
Clark,112,State House,Joseph Pitts,134,21
Clark,112,State Senate,Joe Heck,191,5
Clark,112,State Senate,Richard Fitzpatrick,121,5
Clark,112,State Senate,T. Hagan,10,5
Clark,112,U.S. House,Joseph Silvestri,8,3
Clark,112,U.S. House,Jon Porter,191,3
Clark,112,U.S. House,Richard O'Dell',6,3
Clark,112,U.S. House,Tom Gallagher,133,3
Clark,112,U.S. Senate,David Schumann,1,
Clark,112,U.S. Senate,Gary Marinch,0,
Clark,112,U.S. Senate,None Of These Candidates,3,
Clark,112,U.S. Senate,Harry Reid,245,
Clark,112,U.S. Senate,Richard Ziser,95,
Clark,112,U.S. Senate,Thomas Hurst,3,
Clark,112,President,David Cobb,0,
Clark,112,President,George Bush,367,
Clark,112,President,John Kerry,359,
Clark,112,President,Michael Peroutka,1,
Clark,112,President,Michael Badnarik,0,
Clark,112,President,None Of These Candidates,6,
Clark,112,President,Ralph Nader,4,
Clark,112,State House,Bob Seale,346,21
Clark,112,State House,Jesse Harris,29,21
Clark,112,State House,Joseph Pitts,289,21
Clark,112,State Senate,Joe Heck,385,5
Clark,112,State Senate,Richard Fitzpatrick,281,5
Clark,112,State Senate,T. Hagan,18,5
Clark,112,U.S. House,Joseph Silvestri,15,3
Clark,112,U.S. House,Jon Porter,399,3
Clark,112,U.S. House,Richard O'Dell',12,3
Clark,112,U.S. House,Tom Gallagher,281,3
Clark,112,U.S. Senate,David Schumann,4,
Clark,112,U.S. Senate,Gary Marinch,0,
Clark,112,U.S. Senate,None Of These Candidates,12,
Clark,112,U.S. Senate,Harry Reid,487,
Clark,112,U.S. Senate,Richard Ziser,216,
Clark,112,U.S. Senate,Thomas Hurst,8,
Clark,112,President,David Cobb,1,
Clark,112,President,George Bush,430,
Clark,112,President,John Kerry,430,
Clark,112,President,Michael Peroutka,0,
Clark,112,President,Michael Badnarik,2,
Clark,112,President,None Of These Candidates,1,
Clark,112,President,Ralph Nader,6,
Clark,112,State House,Bob Seale,395,21
Clark,112,State House,Jesse Harris,18,21
Clark,112,State House,Joseph Pitts,351,21
Clark,112,State Senate,Joe Heck,414,5
Clark,112,State Senate,Richard Fitzpatrick,355,5
Clark,112,State Senate,T. Hagan,28,5
Clark,112,U.S. House,Joseph Silvestri,31,3
Clark,112,U.S. House,Jon Porter,449,3
Clark,112,U.S. House,Richard O'Dell',13,3
Clark,112,U.S. House,Tom Gallagher,337,3
Clark,112,U.S. Senate,David Schumann,2,
Clark,112,U.S. Senate,Gary Marinch,1,
Clark,112,U.S. Senate,None Of These Candidates,14,
Clark,112,U.S. Senate,Harry Reid,556,
Clark,112,U.S. Senate,Richard Ziser,272,
Clark,112,U.S. Senate,Thomas Hurst,7,
Clark,113,President,David Cobb,0,
Clark,113,President,George Bush,0,
Clark,113,President,John Kerry,0,
Clark,113,President,Michael Peroutka,0,
Clark,113,President,Michael Badnarik,0,
Clark,113,President,None Of These Candidates,0,
Clark,113,President,Ralph Nader,0,
Clark,113,State House,Caren Levenson,0,22
Clark,113,State House,Joshua Hansen,0,22
Clark,113,State House,Scott Sibley,0,22
Clark,113,State Senate,Joe Heck,0,5
Clark,113,State Senate,Richard Fitzpatrick,0,5
Clark,113,State Senate,T. Hagan,0,5
Clark,113,U.S. House,Joseph Silvestri,0,3
Clark,113,U.S. House,Jon Porter,0,3
Clark,113,U.S. House,Richard O'Dell',0,3
Clark,113,U.S. House,Tom Gallagher,0,3
Clark,113,U.S. Senate,David Schumann,0,
Clark,113,U.S. Senate,Gary Marinch,0,
Clark,113,U.S. Senate,None Of These Candidates,0,
Clark,113,U.S. Senate,Harry Reid,0,
Clark,113,U.S. Senate,Richard Ziser,0,
Clark,113,U.S. Senate,Thomas Hurst,0,
Clark,113,President,David Cobb,0,
Clark,113,President,George Bush,0,
Clark,113,President,John Kerry,0,
Clark,113,President,Michael Peroutka,0,
Clark,113,President,Michael Badnarik,0,
Clark,113,President,None Of These Candidates,0,
Clark,113,President,Ralph Nader,0,
Clark,113,State House,Caren Levenson,0,22
Clark,113,State House,Joshua Hansen,0,22
Clark,113,State House,Scott Sibley,0,22
Clark,113,State Senate,Joe Heck,0,5
Clark,113,State Senate,Richard Fitzpatrick,0,5
Clark,113,State Senate,T. Hagan,0,5
Clark,113,U.S. House,Joseph Silvestri,0,3
Clark,113,U.S. House,Jon Porter,0,3
Clark,113,U.S. House,Richard O'Dell',0,3
Clark,113,U.S. House,Tom Gallagher,0,3
Clark,113,U.S. Senate,David Schumann,0,
Clark,113,U.S. Senate,Gary Marinch,0,
Clark,113,U.S. Senate,None Of These Candidates,0,
Clark,113,U.S. Senate,Harry Reid,0,
Clark,113,U.S. Senate,Richard Ziser,0,
Clark,113,U.S. Senate,Thomas Hurst,0,
Clark,113,President,David Cobb,1,
Clark,113,President,George Bush,583,
Clark,113,President,John Kerry,486,
Clark,113,President,Michael Peroutka,0,
Clark,113,President,Michael Badnarik,1,
Clark,113,President,None Of These Candidates,6,
Clark,113,President,Ralph Nader,1,
Clark,113,State House,Bob Spretnak,463,16
Clark,113,State House,John Oceguera,517,16
Clark,113,State Senate,Joe Heck,562,5
Clark,113,State Senate,Richard Fitzpatrick,397,5
Clark,113,State Senate,T. Hagan,34,5
Clark,113,U.S. House,Joseph Silvestri,37,3
Clark,113,U.S. House,Jon Porter,605,3
Clark,113,U.S. House,Richard O'Dell',15,3
Clark,113,U.S. House,Tom Gallagher,366,3
Clark,113,U.S. Senate,David Schumann,2,
Clark,113,U.S. Senate,Gary Marinch,3,
Clark,113,U.S. Senate,None Of These Candidates,20,
Clark,113,U.S. Senate,Harry Reid,651,
Clark,113,U.S. Senate,Richard Ziser,365,
Clark,113,U.S. Senate,Thomas Hurst,9,
Clark,113,President,David Cobb,0,
Clark,113,President,George Bush,540,
Clark,113,President,John Kerry,578,
Clark,113,President,Michael Peroutka,1,
Clark,113,President,Michael Badnarik,5,
Clark,113,President,None Of These Candidates,6,
Clark,113,President,Ralph Nader,5,
Clark,113,State House,Bob Spretnak,433,16
Clark,113,State House,John Oceguera,604,16
Clark,113,State Senate,Joe Heck,556,5
Clark,113,State Senate,Richard Fitzpatrick,451,5
Clark,113,State Senate,T. Hagan,37,5
Clark,113,U.S. House,Joseph Silvestri,41,3
Clark,113,U.S. House,Jon Porter,589,3
Clark,113,U.S. House,Richard O'Dell',21,3
Clark,113,U.S. House,Tom Gallagher,422,3
Clark,113,U.S. Senate,David Schumann,5,
Clark,113,U.S. Senate,Gary Marinch,4,
Clark,113,U.S. Senate,None Of These Candidates,17,
Clark,113,U.S. Senate,Harry Reid,733,
Clark,113,U.S. Senate,Richard Ziser,334,
Clark,113,U.S. Senate,Thomas Hurst,16,
Clark,114,President,David Cobb,1,
Clark,114,President,George Bush,417,
Clark,114,President,John Kerry,518,
Clark,114,President,Michael Peroutka,1,
Clark,114,President,Michael Badnarik,3,
Clark,114,President,None Of These Candidates,3,
Clark,114,President,Ralph Nader,5,
Clark,114,State House,Christopher Hansen,49,41
Clark,114,State House,David Parks,484,41
Clark,114,State House,Patricia Saye,331,41
Clark,114,State Senate,Joe Heck,420,5
Clark,114,State Senate,Richard Fitzpatrick,411,5
Clark,114,State Senate,T. Hagan,37,5
Clark,114,U.S. House,Joseph Silvestri,46,3
Clark,114,U.S. House,Jon Porter,443,3
Clark,114,U.S. House,Richard O'Dell',20,3
Clark,114,U.S. House,Tom Gallagher,385,3
Clark,114,U.S. Senate,David Schumann,4,
Clark,114,U.S. Senate,Gary Marinch,0,
Clark,114,U.S. Senate,None Of These Candidates,11,
Clark,114,U.S. Senate,Harry Reid,617,
Clark,114,U.S. Senate,Richard Ziser,274,
Clark,114,U.S. Senate,Thomas Hurst,17,
Clark,114,President,David Cobb,1,
Clark,114,President,George Bush,571,
Clark,114,President,John Kerry,491,
Clark,114,President,Michael Peroutka,3,
Clark,114,President,Michael Badnarik,7,
Clark,114,President,None Of These Candidates,8,
Clark,114,President,Ralph Nader,16,
Clark,114,State House,Caren Levenson,439,22
Clark,114,State House,Joshua Hansen,91,22
Clark,114,State House,Scott Sibley,491,22
Clark,114,State Senate,Joe Heck,577,5
Clark,114,State Senate,Richard Fitzpatrick,413,5
Clark,114,State Senate,T. Hagan,45,5
Clark,114,U.S. House,Joseph Silvestri,27,3
Clark,114,U.S. House,Jon Porter,587,3
Clark,114,U.S. House,Richard O'Dell',26,3
Clark,114,U.S. House,Tom Gallagher,423,3
Clark,114,U.S. Senate,David Schumann,4,
Clark,114,U.S. Senate,Gary Marinch,0,
Clark,114,U.S. Senate,None Of These Candidates,17,
Clark,114,U.S. Senate,Harry Reid,650,
Clark,114,U.S. Senate,Richard Ziser,392,
Clark,114,U.S. Senate,Thomas Hurst,18,
