candidate,party,percent,votes,office
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 10"
"DOUGLAS, MICHAEL",NP,100.00%,"212,317","DISTRICT COURT JUDGE, DEPARTMENT 11"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 11"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 11"
"LEAVITT, MICHELLE",NP,100.00%,"215,845","DISTRICT COURT JUDGE, DEPARTMENT 12"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 12"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 12"
"DENTON, MARK RALPH",NP,100.00%,"208,284","DISTRICT COURT JUDGE, DEPARTMENT 13"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 13"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 13"
"CURTAS, JOHN A",NP,36.88%,"92,001","DISTRICT COURT JUDGE, DEPARTMENT 14"
"MOSLEY, DONALD M",NP,63.12%,"157,468","DISTRICT COURT JUDGE, DEPARTMENT 14"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 14"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 14"
"LOEHRER, SALLY",NP,100.00%,"211,697","DISTRICT COURT JUDGE, DEPARTMENT 15"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 15"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 15"
"MCGROARTY, JOHN S",NP,100.00%,"209,573","DISTRICT COURT JUDGE, DEPARTMENT 16"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 16"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 16"
"CHERRY, MICHAEL A",NP,100.00%,"212,267","DISTRICT COURT JUDGE, DEPARTMENT 17"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 17"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 17"
"SAITTA, NANCY M",NP,100.00%,"213,417","DISTRICT COURT JUDGE, DEPARTMENT 18"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 18"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 18"
"EARL, ALLAN R",NP,100.00%,"203,296","DISTRICT COURT JUDGE, DEPARTMENT 19"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 19"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 19"
"SMAGAC, SANDY",NP,44.85%,"110,235","DISTRICT COURT JUDGE, DEPARTMENT 20"
"WALL, DAVID",NP,55.15%,"135,537","DISTRICT COURT JUDGE, DEPARTMENT 20"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 20"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 20"
"ADAIR, VALERIE",NP,59.22%,"152,682","DISTRICT COURT JUDGE, DEPARTMENT 21"
"ISRAEL, RON",NP,40.78%,"105,132","DISTRICT COURT JUDGE, DEPARTMENT 21"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 21"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, DEPARTMENT 21"
"NEEMAN, JEFFREY",NP,29.56%,"70,593","DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. G"
"STEEL, CYNTHIA DIANNE",NP,70.44%,"168,203","DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. G"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. G"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. G"
"RITCHIE, ART",NP,100.00%,"206,004","DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. H"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. H"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. H"
"BEUTH, PHIL",NP,32.68%,"79,062","DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. I"
"MOSS, CHERYL",NP,67.32%,"162,844","DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. I"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. I"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. I"
"BROWN, LISA",NP,65.25%,"155,403","DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. J"
"KURTZ, THOMAS G",NP,34.75%,"82,766","DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. J"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. J"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. J"
"DARQUEA, MICHELLE",NP,41.85%,"101,370","DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. K"
"DEL VECCHIO, NICHOLAS ANTHONY",NP,58.15%,"140,854","DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. K"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. K"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. K"
"ELLIOTT, JENNIFER",NP,55.81%,"135,989","DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. L"
"GUZMAN, F.",NP,44.19%,"107,681","DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. L"
Under Votes,,0.00%,0,"DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. L"
Over Votes,,0.00%,0,"DISTRICT COURT JUDGE, FAMILY DIVISION DEPT. L"
"BAUM, ROGER",NP,35.82%,"15,135","MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2"
"WATERS, GARY P",NP,64.18%,"27,113","MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2"
Under Votes,,0.00%,0,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2"
Over Votes,,0.00%,0,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 2"
"NOLAN, DOROTHY",NP,59.72%,"8,506","MEMBER, STATE BOARD OF EDUCATION, DISTRICT 5"
"ROCHA, PRISCILLA",NP,40.28%,"5,737","MEMBER, STATE BOARD OF EDUCATION, DISTRICT 5"
Under Votes,,0.00%,0,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 5"
Over Votes,,0.00%,0,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 5"
"BOYLAN, PATRICK J",NP,53.44%,"15,317","MEMBER, STATE BOARD OF EDUCATION, DISTRICT 6"
"OCHOA, ALBERT",NP,46.56%,"13,345","MEMBER, STATE BOARD OF EDUCATION, DISTRICT 6"
Under Votes,,0.00%,0,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 6"
Over Votes,,0.00%,0,"MEMBER, STATE BOARD OF EDUCATION, DISTRICT 6"
"FORBUSS, ROBERT",NP,44.82%,"10,288","REGENT, STATE UNIVERSITY, DISTRICT 2"
"WHIPPLE, BRET",NP,55.18%,"12,668","REGENT, STATE UNIVERSITY, DISTRICT 2"
Under Votes,,0.00%,0,"REGENT, STATE UNIVERSITY, DISTRICT 2"
Over Votes,,0.00%,0,"REGENT, STATE UNIVERSITY, DISTRICT 2"
"AIZLEY, PAUL",NP,43.46%,"10,476","REGENT, STATE UNIVERSITY, DISTRICT 3"
"DONDERO, THALIA M",NP,56.54%,"13,629","REGENT, STATE UNIVERSITY, DISTRICT 3"
Under Votes,,0.00%,0,"REGENT, STATE UNIVERSITY, DISTRICT 3"
Over Votes,,0.00%,0,"REGENT, STATE UNIVERSITY, DISTRICT 3"
"AGUIRRE, ALDO",NP,42.45%,"5,269","REGENT, STATE UNIVERSITY, DISTRICT 5"
"SCHOFIELD, JACK LUND",NP,57.55%,"7,143","REGENT, STATE UNIVERSITY, DISTRICT 5"
Under Votes,,0.00%,0,"REGENT, STATE UNIVERSITY, DISTRICT 5"
Over Votes,,0.00%,0,"REGENT, STATE UNIVERSITY, DISTRICT 5"
"ANTHONY, STAVROS",NP,54.89%,"21,362","REGENT, STATE UNIVERSITY, DISTRICT 12"
"KNIGHT, JEFF",NP,45.11%,"17,553","REGENT, STATE UNIVERSITY, DISTRICT 12"
Under Votes,,0.00%,0,"REGENT, STATE UNIVERSITY, DISTRICT 12"
Over Votes,,0.00%,0,"REGENT, STATE UNIVERSITY, DISTRICT 12"
"MASON, LARRY P",NP,72.33%,"15,047","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT D"
"ZAVALA, PABLO CASTRO",NP,27.67%,"5,757","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT D"
Under Votes,,0.00%,0,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT D"
Over Votes,,0.00%,0,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT D"
"BRAGER, SUSAN C",NP,58.39%,"23,043","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT F"
"TRACY, MITCHELL T",NP,41.61%,"16,420","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT F"
Under Votes,,0.00%,0,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT F"
Over Votes,,0.00%,0,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT F"
"GREISEN, JULIE",NP,42.23%,"14,265","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"MOULTON, SHEILA R",NP,57.77%,"19,514","TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
Under Votes,,0.00%,0,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
Over Votes,,0.00%,0,"TRUSTEE, CLARK COUNTY SCHOOL DISTRICT G"
"HARDY, GLEN",NP,71.21%,648,"BOARD MEMBER, M V WATER DIST., LOGANDALE"
"WAITE, MATTHEW",NP,28.79%,262,"BOARD MEMBER, M V WATER DIST., LOGANDALE"
Under Votes,,0.00%,0,"BOARD MEMBER, M V WATER DIST., LOGANDALE"
Over Votes,,0.00%,0,"BOARD MEMBER, M V WATER DIST., LOGANDALE"
"ANDERSON, ROBERT BRENT",NP,46.08%,"1,039","BOARD MEMBER, V V WATER DIST., MESQUITE"
"HUGHES, CHARLENE",NP,53.92%,"1,216","BOARD MEMBER, V V WATER DIST., MESQUITE"
Under Votes,,0.00%,0,"BOARD MEMBER, V V WATER DIST., MESQUITE"
Over Votes,,0.00%,0,"BOARD MEMBER, V V WATER DIST., MESQUITE"
"LEAVITT, KATHRYN A",NP,34.86%,76,"BOARD MEMBER, V V WATER DIST., BUNKERVILLE"
"LEAVITT, KENYON R",NP,65.14%,142,"BOARD MEMBER, V V WATER DIST., BUNKERVILLE"
Under Votes,,0.00%,0,"BOARD MEMBER, V V WATER DIST., BUNKERVILLE"
Over Votes,,0.00%,0,"BOARD MEMBER, V V WATER DIST., BUNKERVILLE"
"LACROIX, MATTHEW",NP,44.65%,413,"TRUSTEE, OVERTON POWER DISTRICT 1, OVERTON"
"PAYNE, CAL",NP,38.70%,358,"TRUSTEE, OVERTON POWER DISTRICT 1, OVERTON"
"SCACCO, GARY",NP,16.65%,154,"TRUSTEE, OVERTON POWER DISTRICT 1, OVERTON"
Under Votes,,0.00%,0,"TRUSTEE, OVERTON POWER DISTRICT 1, OVERTON"
Over Votes,,0.00%,0,"TRUSTEE, OVERTON POWER DISTRICT 1, OVERTON"
"BUNKER, WILLIAM",NP,64.98%,590,"TRUSTEE, OVERTON POWER DISTRICT 2, LOGANDALE"
"EIDE, RICHARD",NP,35.02%,318,"TRUSTEE, OVERTON POWER DISTRICT 2, LOGANDALE"
Under Votes,,0.00%,0,"TRUSTEE, OVERTON POWER DISTRICT 2, LOGANDALE"
Over Votes,,0.00%,0,"TRUSTEE, OVERTON POWER DISTRICT 2, LOGANDALE"
"GRADY, DON",NP,49.82%,135,"TRUSTEE, OVERTON POWER DISTRICT 3, MOAPA"
"LEAVITT, GARY L",NP,50.18%,136,"TRUSTEE, OVERTON POWER DISTRICT 3, MOAPA"
Under Votes,,0.00%,0,"TRUSTEE, OVERTON POWER DISTRICT 3, MOAPA"
Over Votes,,0.00%,0,"TRUSTEE, OVERTON POWER DISTRICT 3, MOAPA"
"OAKS, RANDY",NP,44.73%,"122,896",SHERIFF
"YOUNG, BILL",NP,55.27%,"151,870",SHERIFF
Under Votes,,0.00%,0,SHERIFF
Over Votes,,0.00%,0,SHERIFF
"GEORGE, STEPHEN L",NP,100.00%,"38,377","JUSTICE OF THE PEACE, HENDERSON TOWNSHIP, DEPT. 2"
Under Votes,,0.00%,0,"JUSTICE OF THE PEACE, HENDERSON TOWNSHIP, DEPT. 2"
Over Votes,,0.00%,0,"JUSTICE OF THE PEACE, HENDERSON TOWNSHIP, DEPT. 2"
"KOLHOSS, RUTH",NP,100.00%,249,"JUSTICE OF THE PEACE, MOAPA TOWNSHIP"
Under Votes,,0.00%,0,"JUSTICE OF THE PEACE, MOAPA TOWNSHIP"
Over Votes,,0.00%,0,"JUSTICE OF THE PEACE, MOAPA TOWNSHIP"
Yes,,62.30%,"186,383",STATE QUESTION NO. 1
No,,37.70%,"112,807",STATE QUESTION NO. 1
Under Votes,,0.00%,0,STATE QUESTION NO. 1
Over Votes,,0.00%,0,STATE QUESTION NO. 1
Yes,,67.97%,"208,468",STATE QUESTION NO. 2
No,,32.03%,"98,229",STATE QUESTION NO. 2
Under Votes,,0.00%,0,STATE QUESTION NO. 2
Over Votes,,0.00%,0,STATE QUESTION NO. 2
Yes,,38.92%,"112,524",STATE QUESTION NO. 3
No,,61.08%,"176,621",STATE QUESTION NO. 3
Under Votes,,0.00%,0,STATE QUESTION NO. 3
Over Votes,,0.00%,0,STATE QUESTION NO. 3
Yes,,23.28%,"67,516",STATE QUESTION NO. 4
No,,76.72%,"222,505",STATE QUESTION NO. 4
Under Votes,,0.00%,0,STATE QUESTION NO. 4
Over Votes,,0.00%,0,STATE QUESTION NO. 4
Yes,,42.33%,"116,983",STATE QUESTION NO. 5
No,,57.67%,"159,378",STATE QUESTION NO. 5
Under Votes,,0.00%,0,STATE QUESTION NO. 5
Over Votes,,0.00%,0,STATE QUESTION NO. 5
Yes,,42.26%,"121,378",STATE QUESTION NO. 6
No,,57.74%,"165,872",STATE QUESTION NO. 6
Under Votes,,0.00%,0,STATE QUESTION NO. 6
Over Votes,,0.00%,0,STATE QUESTION NO. 6
Yes,,44.47%,"129,008",STATE QUESTION NO. 7
No,,55.53%,"161,097",STATE QUESTION NO. 7
Under Votes,,0.00%,0,STATE QUESTION NO. 7
Over Votes,,0.00%,0,STATE QUESTION NO. 7
Yes,,59.09%,"174,708",STATE QUESTION NO. 8
No,,40.91%,"120,948",STATE QUESTION NO. 8
Under Votes,,0.00%,0,STATE QUESTION NO. 8
Over Votes,,0.00%,0,STATE QUESTION NO. 8
Yes,,38.59%,"118,633",STATE QUESTION NO. 9
No,,61.41%,"188,757",STATE QUESTION NO. 9
Under Votes,,0.00%,0,STATE QUESTION NO. 9
Over Votes,,0.00%,0,STATE QUESTION NO. 9
Yes,,53.16%,"156,057",CLARK COUNTY ADVISORY QUESTION NO. 10
No,,46.84%,"137,493",CLARK COUNTY ADVISORY QUESTION NO. 10
Under Votes,,0.00%,0,CLARK COUNTY ADVISORY QUESTION NO. 10
Over Votes,,0.00%,0,CLARK COUNTY ADVISORY QUESTION NO. 10
Yes,,36.34%,"108,552",CLARK COUNTY ADVISORY QUESTION NO. 11
No,,63.66%,"190,133",CLARK COUNTY ADVISORY QUESTION NO. 11
Under Votes,,0.00%,0,CLARK COUNTY ADVISORY QUESTION NO. 11
Over Votes,,0.00%,0,CLARK COUNTY ADVISORY QUESTION NO. 11
Yes,,57.26%,"172,773",CLARK COUNTY ADVISORY QUESTION NO. 12
No,,42.74%,"128,950",CLARK COUNTY ADVISORY QUESTION NO. 12
Under Votes,,0.00%,0,CLARK COUNTY ADVISORY QUESTION NO. 12
Over Votes,,0.00%,0,CLARK COUNTY ADVISORY QUESTION NO. 12
Yes,,66.82%,"202,050",CLARK COUNTY ADVISORY QUESTION NO. 13
No,,33.18%,"100,314",CLARK COUNTY ADVISORY QUESTION NO. 13
Under Votes,,0.00%,0,CLARK COUNTY ADVISORY QUESTION NO. 13
Over Votes,,0.00%,0,CLARK COUNTY ADVISORY QUESTION NO. 13
Yes,,57.42%,"172,012",CLARK COUNTY ADVISORY QUESTION NO. 14
No,,42.58%,"127,562",CLARK COUNTY ADVISORY QUESTION NO. 14
Under Votes,,0.00%,0,CLARK COUNTY ADVISORY QUESTION NO. 14
Over Votes,,0.00%,0,CLARK COUNTY ADVISORY QUESTION NO. 14
Yes,,42.83%,"19,785",HENDERSON LIBRARY DISTRICT
No,,57.17%,"26,411",HENDERSON LIBRARY DISTRICT
Under Votes,,0.00%,0,HENDERSON LIBRARY DISTRICT
Over Votes,,0.00%,0,HENDERSON LIBRARY DISTRICT
Yes,,60.40%,"3,697",BOULDER CITY QUESTION NO. 1
No,,39.60%,"2,424",BOULDER CITY QUESTION NO. 1
Under Votes,,0.00%,0,BOULDER CITY QUESTION NO. 1
Over Votes,,0.00%,0,BOULDER CITY QUESTION NO. 1
Yes,,61.70%,"1,564",CITY OF MESQUITE QUESTION NO. 1
No,,38.30%,971,CITY OF MESQUITE QUESTION NO. 1
Under Votes,,0.00%,0,CITY OF MESQUITE QUESTION NO. 1
Over Votes,,0.00%,0,CITY OF MESQUITE QUESTION NO. 1
Yes,,49.94%,"1,266",CITY OF MESQUITE QUESTION NO. 2
No,,50.06%,"1,269",CITY OF MESQUITE QUESTION NO. 2
Under Votes,,0.00%,0,CITY OF MESQUITE QUESTION NO. 2
Over Votes,,0.00%,0,CITY OF MESQUITE QUESTION NO. 2
