candidate,party,votes,percent,office
"MOSES, LARRY R.",NONPARTISAN,904,72.20,"TRUSTEE, OVERTON POWER DISTRICT 2, LOGANDALE"
"ANDERSON, CELESTE",NONPARTISAN,126,42.14,"TRUSTEE, OVERTON POWER DIST. 4, BUNKERVILLE"
"WILSON, MICHAEL F.",NONPARTISAN,173,57.86,"TRUSTEE, OVERTON POWER DIST. 4, BUNKERVILLE"
"SELLNER, CHARLES ""CHARLIE""",NONPARTISAN,1932,47.67,"TRUSTEE, OVERTON POWER DISTRICT 6, MESQUITE"
"WAITE, DOUGLAS P.",NONPARTISAN,2121,52.33,"TRUSTEE, OVERTON POWER DISTRICT 6, MESQUITE"
"ANDERSON, CRAIG",NONPARTISAN,2729,41.11,"TRUSTEE, OVERTON POWER DISTRICT 7, AT LARGE"
"LYON, JOHN W.",NONPARTISAN,1947,29.33,"TRUSTEE, OVERTON POWER DISTRICT 7, AT LARGE"
"PATTEN, DARREN",NONPARTISAN,688,10.36,"TRUSTEE, OVERTON POWER DISTRICT 7, AT LARGE"
"STRATTON, BLAKE",NONPARTISAN,1274,19.19,"TRUSTEE, OVERTON POWER DISTRICT 7, AT LARGE"
"KEPHART, WILLIAM ""BILL""",NONPARTISAN,141205,58.98,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 6"
"KUZEMKA, KRISTINE",NONPARTISAN,98222,41.02,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 6"
"BENNETT, KAREN",NONPARTISAN,146502,61.68,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 7"
"KURTH, ROBERT",NONPARTISAN,91000,38.32,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 7"
"ABBATANGELO, TONY",NONPARTISAN,120319,49.73,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 3"
"MARSHALL, JANIECE",NONPARTISAN,121622,50.27,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 3"
"BAUCUM, SUZAN",NONPARTISAN,141260,59.36,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 13"
"GUBLER, JAMES LESLIE",NONPARTISAN,96700,40.64,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 13"
"HAFEN, CONRAD",NONPARTISAN,130595,54.84,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 14"
"ZADROWSKI, BERNIE",NONPARTISAN,107562,45.16,"JUSTICE OF THE PEACE, LAS VEGAS TOWNSHIP, DEPT. 14"
"HILL, RICHARD",NONPARTISAN,224,53.08,"JUSTICE OF THE PEACE, SEARCHLIGHT TOWNSHIP"
"THOMPSON, DAVE ""BATMAN""",NONPARTISAN,198,46.92,"JUSTICE OF THE PEACE, SEARCHLIGHT TOWNSHIP"
