county,precinct,office,candidate,votes,district
Clark,234,Governor,Eugene Disimone,0,
Clark,234,Governor,Floyd Fitzgibbons,0,
Clark,234,Governor,Aaron Honig,0,
Clark,234,Governor,Lampitt Arthur Forest,0,
Clark,234,Governor,None Of These Candidates,0,
Clark,234,Governor,Rory Reid,30,
Clark,234,Governor,Brian Sandoval,43,
Clark,234,State House,Marilyn Kirkpatrick,41,1
Clark,234,State House,Mark Trudeau,29,1
Clark,234,U.S. House,Shelley Berkley,40,1
Clark,234,U.S. House,Jonathan Hansen,2,1
Clark,234,U.S. House,Ed Klapproth,1,1
Clark,234,U.S. House,Kenneth Wegner,31,1
Clark,234,U.S. Senate,Sharron Angle,40,
Clark,234,U.S. Senate,Scott Ashjian,0,
Clark,234,U.S. Senate,Tim Fasano,0,
Clark,234,U.S. Senate,Michael Haines,0,
Clark,234,U.S. Senate,Jesse Holland,0,
Clark,234,U.S. Senate,None Of These Candidates,1,
Clark,234,U.S. Senate,Jeffrey Reeves,2,
Clark,234,U.S. Senate,Harry Reid,30,
Clark,234,U.S. Senate,Wil Stand,0,
Clark,234,Attorney General,Travis Barrick,7,
Clark,234,Attorney General,Catherine Cortez Masto,10,
Clark,234,Attorney General,Joel Hansen,0,
Clark,234,Attorney General,None Of These Candidates,0,
Clark,234,Governor,David Curtis,0,
Clark,234,Governor,Eugene Disimone,0,
Clark,234,Governor,Floyd Fitzgibbons,0,
Clark,234,Governor,Aaron Honig,0,
Clark,234,Governor,Lampitt Arthur Forest,0,
Clark,234,Governor,None Of These Candidates,0,
Clark,234,Governor,Rory Reid,8,
Clark,234,Governor,Brian Sandoval,9,
Clark,234,State House,Marcus Conklin,7,37
Clark,234,State House,Philip Lupo,6,37
Clark,234,U.S. House,Shelley Berkley,10,1
Clark,234,U.S. House,Jonathan Hansen,0,1
Clark,234,U.S. House,Ed Klapproth,0,1
Clark,234,U.S. House,Kenneth Wegner,7,1
Clark,234,U.S. Senate,Sharron Angle,7,
Clark,234,U.S. Senate,Scott Ashjian,0,
Clark,234,U.S. Senate,Tim Fasano,0,
Clark,234,U.S. Senate,Michael Haines,0,
Clark,234,U.S. Senate,Jesse Holland,0,
Clark,234,U.S. Senate,None Of These Candidates,1,
Clark,234,U.S. Senate,Jeffrey Reeves,0,
Clark,234,U.S. Senate,Harry Reid,9,
Clark,234,U.S. Senate,Wil Stand,0,
Clark,234,Attorney General,Travis Barrick,,
Clark,234,Attorney General,Catherine Cortez Masto,,
Clark,234,Attorney General,Joel Hansen,,
Clark,234,Attorney General,None Of These Candidates,,
Clark,234,Governor,David Curtis,,
Clark,234,Governor,Eugene Disimone,,
Clark,234,Governor,Floyd Fitzgibbons,,
Clark,234,Governor,Aaron Honig,,
Clark,234,Governor,Lampitt Arthur Forest,,
Clark,234,Governor,None Of These Candidates,,
Clark,234,Governor,Rory Reid,,
Clark,234,Governor,Brian Sandoval,,
Clark,234,State House,Marilyn Kirkpatrick,,1
Clark,234,State House,Mark Trudeau,,1
Clark,234,U.S. House,Shelley Berkley,,1
Clark,234,U.S. House,Jonathan Hansen,,1
Clark,234,U.S. House,Ed Klapproth,,1
Clark,234,U.S. House,Kenneth Wegner,,1
Clark,234,U.S. Senate,Sharron Angle,,
Clark,234,U.S. Senate,Scott Ashjian,,
Clark,234,U.S. Senate,Tim Fasano,,
Clark,234,U.S. Senate,Michael Haines,,
Clark,234,U.S. Senate,Jesse Holland,,
Clark,234,U.S. Senate,None Of These Candidates,,
Clark,234,U.S. Senate,Jeffrey Reeves,,
Clark,234,U.S. Senate,Harry Reid,,
Clark,234,U.S. Senate,Wil Stand,,
Clark,235,Attorney General,Travis Barrick,245,
Clark,235,Attorney General,Catherine Cortez Masto,424,
Clark,235,Attorney General,Joel Hansen,69,
Clark,235,Attorney General,None Of These Candidates,36,
Clark,235,Governor,David Curtis,5,
Clark,235,Governor,Eugene Disimone,6,
Clark,235,Governor,Floyd Fitzgibbons,8,
Clark,235,Governor,Aaron Honig,4,
Clark,235,Governor,Lampitt Arthur Forest,4,
Clark,235,Governor,None Of These Candidates,12,
Clark,235,Governor,Rory Reid,398,
Clark,235,Governor,Brian Sandoval,347,
Clark,235,State House,Marilyn Kirkpatrick,459,1
Clark,235,State House,Mark Trudeau,282,1
Clark,235,U.S. House,Shelley Berkley,441,1
Clark,235,U.S. House,Jonathan Hansen,22,1
Clark,235,U.S. House,Ed Klapproth,8,1
Clark,235,U.S. House,Kenneth Wegner,296,1
Clark,235,U.S. Senate,Sharron Angle,303,
Clark,235,U.S. Senate,Scott Ashjian,3,
Clark,235,U.S. Senate,Tim Fasano,4,
Clark,235,U.S. Senate,Michael Haines,4,
Clark,235,U.S. Senate,Jesse Holland,2,
Clark,235,U.S. Senate,None Of These Candidates,16,
Clark,235,U.S. Senate,Jeffrey Reeves,7,
Clark,235,U.S. Senate,Harry Reid,440,
Clark,235,U.S. Senate,Wil Stand,6,
Clark,235,Attorney General,Travis Barrick,266,
Clark,235,Attorney General,Catherine Cortez Masto,412,
Clark,235,Attorney General,Joel Hansen,57,
Clark,235,Attorney General,None Of These Candidates,27,
Clark,235,Governor,David Curtis,2,
Clark,235,Governor,Eugene Disimone,7,
Clark,235,Governor,Floyd Fitzgibbons,3,
Clark,235,Governor,Aaron Honig,3,
Clark,235,Governor,Lampitt Arthur Forest,7,
Clark,235,Governor,None Of These Candidates,14,
Clark,235,Governor,Rory Reid,341,
Clark,235,Governor,Brian Sandoval,397,
Clark,235,State House,Marilyn Kirkpatrick,407,1
Clark,235,State House,Mark Trudeau,318,1
Clark,235,U.S. House,Shelley Berkley,415,1
Clark,235,U.S. House,Jonathan Hansen,16,1
Clark,235,U.S. House,Ed Klapproth,6,1
Clark,235,U.S. House,Kenneth Wegner,329,1
Clark,235,U.S. Senate,Sharron Angle,358,
Clark,235,U.S. Senate,Scott Ashjian,5,
Clark,235,U.S. Senate,Tim Fasano,0,
Clark,235,U.S. Senate,Michael Haines,5,
Clark,235,U.S. Senate,Jesse Holland,8,
Clark,235,U.S. Senate,None Of These Candidates,22,
Clark,235,U.S. Senate,Jeffrey Reeves,3,
Clark,235,U.S. Senate,Harry Reid,376,
Clark,235,U.S. Senate,Wil Stand,2,
Clark,235,Attorney General,Travis Barrick,228,
Clark,235,Attorney General,Catherine Cortez Masto,309,
Clark,235,Attorney General,Joel Hansen,57,
Clark,235,Attorney General,None Of These Candidates,15,
Clark,235,Governor,David Curtis,3,
Clark,235,Governor,Eugene Disimone,5,
Clark,235,Governor,Floyd Fitzgibbons,3,
Clark,235,Governor,Aaron Honig,1,
Clark,235,Governor,Lampitt Arthur Forest,4,
Clark,235,Governor,None Of These Candidates,8,
Clark,235,Governor,Rory Reid,230,
Clark,235,Governor,Brian Sandoval,365,
Clark,235,State House,Louis Desalvio,233,13
Clark,235,State House,Leonard Foster,27,13
Clark,235,State House,Scott Hammond,314,13
Clark,235,U.S. House,Shelley Berkley,296,1
Clark,235,U.S. House,Jonathan Hansen,10,1
Clark,235,U.S. House,Ed Klapproth,9,1
Clark,235,U.S. House,Kenneth Wegner,292,1
Clark,235,U.S. Senate,Sharron Angle,317,
Clark,235,U.S. Senate,Scott Ashjian,4,
Clark,235,U.S. Senate,Tim Fasano,2,
Clark,235,U.S. Senate,Michael Haines,2,
Clark,235,U.S. Senate,Jesse Holland,0,
Clark,235,U.S. Senate,None Of These Candidates,9,
Clark,235,U.S. Senate,Jeffrey Reeves,1,
Clark,235,U.S. Senate,Harry Reid,282,
Clark,235,U.S. Senate,Wil Stand,3,
Clark,235,Attorney General,Travis Barrick,347,
Clark,235,Attorney General,Catherine Cortez Masto,415,
Clark,235,Attorney General,Joel Hansen,69,
Clark,235,Attorney General,None Of These Candidates,32,
Clark,235,Governor,David Curtis,1,
Clark,235,Governor,Eugene Disimone,8,
Clark,235,Governor,Floyd Fitzgibbons,2,
Clark,235,Governor,Aaron Honig,1,
Clark,235,Governor,Lampitt Arthur Forest,8,
Clark,235,Governor,None Of These Candidates,5,
Clark,235,Governor,Rory Reid,291,
Clark,235,Governor,Brian Sandoval,564,
Clark,235,State House,Louis Desalvio,294,13
Clark,235,State House,Leonard Foster,43,13
Clark,235,State House,Scott Hammond,495,13
Clark,235,U.S. House,Shelley Berkley,388,1
Clark,235,U.S. House,Jonathan Hansen,12,1
Clark,235,U.S. House,Ed Klapproth,8,1
Clark,235,U.S. House,Kenneth Wegner,462,1
Clark,235,U.S. Senate,Sharron Angle,508,
Clark,235,U.S. Senate,Scott Ashjian,1,
Clark,235,U.S. Senate,Tim Fasano,3,
Clark,235,U.S. Senate,Michael Haines,7,
Clark,235,U.S. Senate,Jesse Holland,3,
Clark,235,U.S. Senate,None Of These Candidates,17,
Clark,235,U.S. Senate,Jeffrey Reeves,1,
Clark,235,U.S. Senate,Harry Reid,343,
Clark,235,U.S. Senate,Wil Stand,2,
Clark,235,Attorney General,Travis Barrick,168,
Clark,235,Attorney General,Catherine Cortez Masto,269,
Clark,235,Attorney General,Joel Hansen,40,
Clark,235,Attorney General,None Of These Candidates,11,
Clark,235,Governor,David Curtis,4,
Clark,235,Governor,Eugene Disimone,1,
Clark,235,Governor,Floyd Fitzgibbons,5,
Clark,235,Governor,Aaron Honig,4,
Clark,235,Governor,Lampitt Arthur Forest,4,
Clark,235,Governor,None Of These Candidates,10,
Clark,235,Governor,Rory Reid,205,
Clark,235,Governor,Brian Sandoval,262,
Clark,235,State House,Marilyn Kirkpatrick,244,1
Clark,235,State House,Mark Trudeau,208,1
Clark,235,U.S. House,Shelley Berkley,264,1
Clark,235,U.S. House,Jonathan Hansen,7,1
Clark,235,U.S. House,Ed Klapproth,3,1
Clark,235,U.S. House,Kenneth Wegner,207,1
Clark,235,U.S. Senate,Sharron Angle,225,
Clark,235,U.S. Senate,Scott Ashjian,5,
Clark,235,U.S. Senate,Tim Fasano,2,
Clark,235,U.S. Senate,Michael Haines,1,
Clark,235,U.S. Senate,Jesse Holland,0,
Clark,235,U.S. Senate,None Of These Candidates,10,
Clark,235,U.S. Senate,Jeffrey Reeves,0,
Clark,235,U.S. Senate,Harry Reid,253,
Clark,235,U.S. Senate,Wil Stand,1,
Clark,235,Attorney General,Travis Barrick,62,
Clark,235,Attorney General,Catherine Cortez Masto,78,
Clark,235,Attorney General,Joel Hansen,19,
Clark,235,Attorney General,None Of These Candidates,3,
Clark,235,Governor,David Curtis,0,
Clark,235,Governor,Eugene Disimone,0,
Clark,235,Governor,Floyd Fitzgibbons,1,
Clark,235,Governor,Aaron Honig,0,
Clark,235,Governor,Lampitt Arthur Forest,2,
Clark,235,Governor,None Of These Candidates,3,
Clark,235,Governor,Rory Reid,48,
Clark,235,Governor,Brian Sandoval,111,
Clark,235,State House,Louis Desalvio,59,13
Clark,235,State House,Leonard Foster,12,13
Clark,235,State House,Scott Hammond,89,13
Clark,235,State Senate,Elizabeth Halseth,92,9
Clark,235,State Senate,Tom Jones,14,9
Clark,235,State Senate,Benny Yerushalmi,54,9
Clark,235,U.S. House,Shelley Berkley,70,1
Clark,235,U.S. House,Jonathan Hansen,3,1
Clark,235,U.S. House,Ed Klapproth,3,1
Clark,235,U.S. House,Kenneth Wegner,86,1
Clark,235,U.S. Senate,Sharron Angle,102,
Clark,235,U.S. Senate,Scott Ashjian,0,
Clark,235,U.S. Senate,Tim Fasano,2,
Clark,235,U.S. Senate,Michael Haines,1,
Clark,235,U.S. Senate,Jesse Holland,0,
Clark,235,U.S. Senate,None Of These Candidates,0,
Clark,235,U.S. Senate,Jeffrey Reeves,1,
Clark,235,U.S. Senate,Harry Reid,59,
Clark,235,U.S. Senate,Wil Stand,1,
Clark,235,Attorney General,Travis Barrick,0,
Clark,235,Attorney General,Catherine Cortez Masto,0,
Clark,235,Attorney General,Joel Hansen,0,
Clark,235,Attorney General,None Of These Candidates,0,
Clark,235,Governor,David Curtis,0,
Clark,235,Governor,Eugene Disimone,0,
Clark,235,Governor,Floyd Fitzgibbons,0,
Clark,235,Governor,Aaron Honig,0,
Clark,235,Governor,Lampitt Arthur Forest,0,
Clark,235,Governor,None Of These Candidates,0,
Clark,235,Governor,Rory Reid,0,
Clark,235,Governor,Brian Sandoval,0,
Clark,235,State House,Kelvin Atkinson,0,17
Clark,235,State House,Kenneth King,0,17
Clark,235,State Senate,Aaron Ford,0,12
Clark,235,State Senate,Joe Hardy,0,12
Clark,235,State Senate,Richard O'Dell,0,12
Clark,235,U.S. House,Russell Best,0,2
Clark,235,U.S. House,Dean Heller,0,2
Clark,235,U.S. House,Nancy Price,0,2
Clark,235,U.S. Senate,Sharron Angle,0,
Clark,235,U.S. Senate,Scott Ashjian,0,
Clark,235,U.S. Senate,Tim Fasano,0,
Clark,235,U.S. Senate,Michael Haines,0,
Clark,235,U.S. Senate,Jesse Holland,0,
Clark,235,U.S. Senate,None Of These Candidates,0,
Clark,235,U.S. Senate,Jeffrey Reeves,0,
Clark,235,U.S. Senate,Harry Reid,0,
Clark,235,U.S. Senate,Wil Stand,0,
Clark,235,Attorney General,Travis Barrick,0,
Clark,235,Attorney General,Catherine Cortez Masto,0,
Clark,235,Attorney General,Joel Hansen,0,
Clark,235,Attorney General,None Of These Candidates,0,
Clark,235,Governor,David Curtis,0,
Clark,235,Governor,Eugene Disimone,0,
Clark,235,Governor,Floyd Fitzgibbons,0,
Clark,235,Governor,Aaron Honig,0,
Clark,235,Governor,Lampitt Arthur Forest,0,
Clark,235,Governor,None Of These Candidates,0,
Clark,235,Governor,Rory Reid,0,
Clark,235,Governor,Brian Sandoval,0,
Clark,235,State House,Marilyn Kirkpatrick,0,1
Clark,235,State House,Mark Trudeau,0,1
Clark,235,U.S. House,Shelley Berkley,0,1
Clark,235,U.S. House,Jonathan Hansen,0,1
Clark,235,U.S. House,Ed Klapproth,0,1
Clark,235,U.S. House,Kenneth Wegner,0,1
Clark,235,U.S. Senate,Sharron Angle,0,
Clark,235,U.S. Senate,Scott Ashjian,0,
Clark,235,U.S. Senate,Tim Fasano,0,
Clark,235,U.S. Senate,Michael Haines,0,
Clark,235,U.S. Senate,Jesse Holland,0,
Clark,235,U.S. Senate,None Of These Candidates,0,
Clark,235,U.S. Senate,Jeffrey Reeves,0,
Clark,235,U.S. Senate,Harry Reid,0,
Clark,235,U.S. Senate,Wil Stand,0,
Clark,235,Attorney General,Travis Barrick,0,
Clark,235,Attorney General,Catherine Cortez Masto,0,
Clark,235,Attorney General,Joel Hansen,0,
Clark,235,Attorney General,None Of These Candidates,0,
Clark,235,Governor,David Curtis,0,
Clark,235,Governor,Eugene Disimone,0,
Clark,235,Governor,Floyd Fitzgibbons,0,
Clark,235,Governor,Aaron Honig,0,
Clark,235,Governor,Lampitt Arthur Forest,0,
Clark,235,Governor,None Of These Candidates,0,
Clark,235,Governor,Rory Reid,0,
Clark,235,Governor,Brian Sandoval,0,
Clark,235,State House,Marilyn Kirkpatrick,0,1
Clark,235,State House,Mark Trudeau,0,1
Clark,235,U.S. House,Shelley Berkley,0,1
Clark,235,U.S. House,Jonathan Hansen,0,1
Clark,235,U.S. House,Ed Klapproth,0,1
Clark,235,U.S. House,Kenneth Wegner,0,1
Clark,235,U.S. Senate,Sharron Angle,0,
Clark,235,U.S. Senate,Scott Ashjian,0,
Clark,235,U.S. Senate,Tim Fasano,0,
Clark,235,U.S. Senate,Michael Haines,0,
Clark,235,U.S. Senate,Jesse Holland,0,
Clark,235,U.S. Senate,None Of These Candidates,0,
Clark,235,U.S. Senate,Jeffrey Reeves,0,
Clark,235,U.S. Senate,Harry Reid,0,
Clark,235,U.S. Senate,Wil Stand,0,
Clark,236,Attorney General,Travis Barrick,193,
Clark,236,Attorney General,Catherine Cortez Masto,528,
Clark,236,Attorney General,Joel Hansen,43,
Clark,236,Attorney General,None Of These Candidates,38,
Clark,236,Governor,David Curtis,5,
Clark,236,Governor,Eugene Disimone,5,
Clark,236,Governor,Floyd Fitzgibbons,3,
Clark,236,Governor,Aaron Honig,5,
Clark,236,Governor,Lampitt Arthur Forest,5,
Clark,236,Governor,None Of These Candidates,20,
Clark,236,Governor,Rory Reid,477,
Clark,236,Governor,Brian Sandoval,301,
Clark,236,State House,Geraldine Lewis,264,7
Clark,236,State House,Dina Neal,494,7
Clark,236,U.S. House,Shelley Berkley,549,1
Clark,236,U.S. House,Jonathan Hansen,13,1
Clark,236,U.S. House,Ed Klapproth,9,1
Clark,236,U.S. House,Kenneth Wegner,235,1
Clark,236,U.S. Senate,Sharron Angle,230,
Clark,236,U.S. Senate,Scott Ashjian,7,
Clark,236,U.S. Senate,Tim Fasano,0,
Clark,236,U.S. Senate,Michael Haines,5,
Clark,236,U.S. Senate,Jesse Holland,9,
Clark,236,U.S. Senate,None Of These Candidates,16,
Clark,236,U.S. Senate,Jeffrey Reeves,3,
Clark,236,U.S. Senate,Harry Reid,551,
Clark,236,U.S. Senate,Wil Stand,5,
Clark,236,Attorney General,Travis Barrick,64,
Clark,236,Attorney General,Catherine Cortez Masto,281,
Clark,236,Attorney General,Joel Hansen,11,
Clark,236,Attorney General,None Of These Candidates,14,
Clark,236,Governor,David Curtis,2,
Clark,236,Governor,Eugene Disimone,0,
Clark,236,Governor,Floyd Fitzgibbons,1,
Clark,236,Governor,Aaron Honig,2,
Clark,236,Governor,Lampitt Arthur Forest,2,
Clark,236,Governor,None Of These Candidates,7,
Clark,236,Governor,Rory Reid,264,
Clark,236,Governor,Brian Sandoval,102,
Clark,236,State House,Geraldine Lewis,86,7
Clark,236,State House,Dina Neal,275,7
Clark,236,U.S. House,Shelley Berkley,286,1
Clark,236,U.S. House,Jonathan Hansen,4,1
Clark,236,U.S. House,Ed Klapproth,3,1
Clark,236,U.S. House,Kenneth Wegner,77,1
Clark,236,U.S. Senate,Sharron Angle,69,
Clark,236,U.S. Senate,Scott Ashjian,1,
Clark,236,U.S. Senate,Tim Fasano,1,
Clark,236,U.S. Senate,Michael Haines,4,
Clark,236,U.S. Senate,Jesse Holland,0,
Clark,236,U.S. Senate,None Of These Candidates,5,
Clark,236,U.S. Senate,Jeffrey Reeves,4,
Clark,236,U.S. Senate,Harry Reid,297,
Clark,236,U.S. Senate,Wil Stand,1,
Clark,236,Attorney General,Travis Barrick,120,
Clark,236,Attorney General,Catherine Cortez Masto,382,
Clark,236,Attorney General,Joel Hansen,21,
Clark,236,Attorney General,None Of These Candidates,27,
Clark,236,Governor,David Curtis,2,
Clark,236,Governor,Eugene Disimone,4,
Clark,236,Governor,Floyd Fitzgibbons,2,
Clark,236,Governor,Aaron Honig,6,
Clark,236,Governor,Lampitt Arthur Forest,7,
Clark,236,Governor,None Of These Candidates,16,
Clark,236,Governor,Rory Reid,362,
Clark,236,Governor,Brian Sandoval,163,
Clark,236,State House,Geraldine Lewis,156,7
Clark,236,State House,Dina Neal,361,7
Clark,236,U.S. House,Shelley Berkley,384,1
Clark,236,U.S. House,Jonathan Hansen,7,1
Clark,236,U.S. House,Ed Klapproth,5,1
Clark,236,U.S. House,Kenneth Wegner,150,1
Clark,236,U.S. Senate,Sharron Angle,148,
Clark,236,U.S. Senate,Scott Ashjian,0,
Clark,236,U.S. Senate,Tim Fasano,1,
Clark,236,U.S. Senate,Michael Haines,6,
Clark,236,U.S. Senate,Jesse Holland,1,
Clark,236,U.S. Senate,None Of These Candidates,12,
Clark,236,U.S. Senate,Jeffrey Reeves,2,
Clark,236,U.S. Senate,Harry Reid,395,
Clark,236,U.S. Senate,Wil Stand,2,
Clark,236,Attorney General,Travis Barrick,86,
Clark,236,Attorney General,Catherine Cortez Masto,351,
Clark,236,Attorney General,Joel Hansen,19,
Clark,236,Attorney General,None Of These Candidates,15,
Clark,236,Governor,David Curtis,1,
Clark,236,Governor,Eugene Disimone,1,
Clark,236,Governor,Floyd Fitzgibbons,2,
Clark,236,Governor,Aaron Honig,5,
Clark,236,Governor,Lampitt Arthur Forest,4,
Clark,236,Governor,None Of These Candidates,6,
Clark,236,Governor,Rory Reid,323,
Clark,236,Governor,Brian Sandoval,134,
Clark,236,State House,Geraldine Lewis,122,7
Clark,236,State House,Dina Neal,333,7
Clark,236,U.S. House,Shelley Berkley,355,1
Clark,236,U.S. House,Jonathan Hansen,8,1
Clark,236,U.S. House,Ed Klapproth,7,1
Clark,236,U.S. House,Kenneth Wegner,99,1
Clark,236,U.S. Senate,Sharron Angle,104,
Clark,236,U.S. Senate,Scott Ashjian,4,
Clark,236,U.S. Senate,Tim Fasano,0,
Clark,236,U.S. Senate,Michael Haines,4,
Clark,236,U.S. Senate,Jesse Holland,0,
Clark,236,U.S. Senate,None Of These Candidates,4,
Clark,236,U.S. Senate,Jeffrey Reeves,0,
Clark,236,U.S. Senate,Harry Reid,363,
Clark,236,U.S. Senate,Wil Stand,0,
Clark,236,Attorney General,Travis Barrick,200,
Clark,236,Attorney General,Catherine Cortez Masto,499,
Clark,236,Attorney General,Joel Hansen,42,
Clark,236,Attorney General,None Of These Candidates,31,
Clark,236,Governor,David Curtis,4,
Clark,236,Governor,Eugene Disimone,4,
Clark,236,Governor,Floyd Fitzgibbons,5,
Clark,236,Governor,Aaron Honig,4,
Clark,236,Governor,Lampitt Arthur Forest,1,
Clark,236,Governor,None Of These Candidates,17,
Clark,236,Governor,Rory Reid,464,
Clark,236,Governor,Brian Sandoval,279,
Clark,236,State House,Marilyn Kirkpatrick,500,1
Clark,236,State House,Mark Trudeau,234,1
Clark,236,U.S. House,Shelley Berkley,494,1
Clark,236,U.S. House,Jonathan Hansen,11,1
Clark,236,U.S. House,Ed Klapproth,5,1
Clark,236,U.S. House,Kenneth Wegner,253,1
Clark,236,U.S. Senate,Sharron Angle,236,
Clark,236,U.S. Senate,Scott Ashjian,6,
Clark,236,U.S. Senate,Tim Fasano,4,
Clark,236,U.S. Senate,Michael Haines,7,
Clark,236,U.S. Senate,Jesse Holland,1,
Clark,236,U.S. Senate,None Of These Candidates,10,
Clark,236,U.S. Senate,Jeffrey Reeves,4,
Clark,236,U.S. Senate,Harry Reid,515,
Clark,236,U.S. Senate,Wil Stand,0,
Clark,236,Attorney General,Travis Barrick,296,
Clark,236,Attorney General,Catherine Cortez Masto,633,
Clark,236,Attorney General,Joel Hansen,48,
Clark,236,Attorney General,None Of These Candidates,39,
Clark,236,Governor,David Curtis,5,
Clark,236,Governor,Eugene Disimone,12,
Clark,236,Governor,Floyd Fitzgibbons,5,
Clark,236,Governor,Aaron Honig,8,
Clark,236,Governor,Lampitt Arthur Forest,6,
Clark,236,Governor,None Of These Candidates,15,
Clark,236,Governor,Rory Reid,580,
Clark,236,Governor,Brian Sandoval,408,
Clark,236,State House,Marilyn Kirkpatrick,645,1
Clark,236,State House,Mark Trudeau,329,1
Clark,236,U.S. House,Shelley Berkley,646,1
Clark,236,U.S. House,Jonathan Hansen,11,1
Clark,236,U.S. House,Ed Klapproth,17,1
Clark,236,U.S. House,Kenneth Wegner,344,1
Clark,236,U.S. Senate,Sharron Angle,339,
Clark,236,U.S. Senate,Scott Ashjian,9,
Clark,236,U.S. Senate,Tim Fasano,1,
Clark,236,U.S. Senate,Michael Haines,6,
Clark,236,U.S. Senate,Jesse Holland,6,
Clark,236,U.S. Senate,None Of These Candidates,28,
Clark,236,U.S. Senate,Jeffrey Reeves,1,
Clark,236,U.S. Senate,Harry Reid,654,
Clark,236,U.S. Senate,Wil Stand,2,
Clark,236,Attorney General,Travis Barrick,193,
Clark,236,Attorney General,Catherine Cortez Masto,409,
Clark,236,Attorney General,Joel Hansen,52,
Clark,236,Attorney General,None Of These Candidates,18,
Clark,236,Governor,David Curtis,5,
Clark,236,Governor,Eugene Disimone,7,
Clark,236,Governor,Floyd Fitzgibbons,5,
Clark,236,Governor,Aaron Honig,2,
Clark,236,Governor,Lampitt Arthur Forest,6,
Clark,236,Governor,None Of These Candidates,12,
Clark,236,Governor,Rory Reid,336,
Clark,236,Governor,Brian Sandoval,312,
Clark,236,State House,Marilyn Kirkpatrick,433,1
Clark,236,State House,Mark Trudeau,219,1
Clark,236,U.S. House,Shelley Berkley,419,1
Clark,236,U.S. House,Jonathan Hansen,15,1
Clark,236,U.S. House,Ed Klapproth,4,1
Clark,236,U.S. House,Kenneth Wegner,241,1
Clark,236,U.S. Senate,Sharron Angle,250,
Clark,236,U.S. Senate,Scott Ashjian,2,
Clark,236,U.S. Senate,Tim Fasano,3,
Clark,236,U.S. Senate,Michael Haines,4,
Clark,236,U.S. Senate,Jesse Holland,2,
Clark,236,U.S. Senate,None Of These Candidates,19,
Clark,236,U.S. Senate,Jeffrey Reeves,3,
Clark,236,U.S. Senate,Harry Reid,409,
Clark,236,U.S. Senate,Wil Stand,1,
Clark,236,Attorney General,Travis Barrick,94,
Clark,236,Attorney General,Catherine Cortez Masto,343,
Clark,236,Attorney General,Joel Hansen,26,
Clark,236,Attorney General,None Of These Candidates,14,
Clark,236,Governor,David Curtis,4,
Clark,236,Governor,Eugene Disimone,4,
Clark,236,Governor,Floyd Fitzgibbons,1,
Clark,236,Governor,Aaron Honig,2,
Clark,236,Governor,Lampitt Arthur Forest,0,
Clark,236,Governor,None Of These Candidates,1,
Clark,236,Governor,Rory Reid,338,
Clark,236,Governor,Brian Sandoval,134,
Clark,236,State House,Geraldine Lewis,125,7
Clark,236,State House,Dina Neal,325,7
Clark,236,U.S. House,Shelley Berkley,359,1
Clark,236,U.S. House,Jonathan Hansen,4,1
Clark,236,U.S. House,Ed Klapproth,2,1
Clark,236,U.S. House,Kenneth Wegner,115,1
Clark,236,U.S. Senate,Sharron Angle,112,
Clark,236,U.S. Senate,Scott Ashjian,0,
Clark,236,U.S. Senate,Tim Fasano,2,
Clark,236,U.S. Senate,Michael Haines,1,
Clark,236,U.S. Senate,Jesse Holland,0,
Clark,236,U.S. Senate,None Of These Candidates,7,
Clark,236,U.S. Senate,Jeffrey Reeves,2,
Clark,236,U.S. Senate,Harry Reid,362,
Clark,236,U.S. Senate,Wil Stand,1,
Clark,237,Attorney General,Travis Barrick,61,
Clark,237,Attorney General,Catherine Cortez Masto,103,
Clark,237,Attorney General,Joel Hansen,8,
Clark,237,Attorney General,None Of These Candidates,6,
Clark,237,Governor,David Curtis,0,
Clark,237,Governor,Eugene Disimone,2,
Clark,237,Governor,Floyd Fitzgibbons,2,
Clark,237,Governor,Aaron Honig,0,
Clark,237,Governor,Lampitt Arthur Forest,0,
Clark,237,Governor,None Of These Candidates,4,
Clark,237,Governor,Rory Reid,88,
Clark,237,Governor,Brian Sandoval,85,
Clark,237,State House,Marilyn Kirkpatrick,111,1
Clark,237,State House,Mark Trudeau,64,1
Clark,237,U.S. House,Shelley Berkley,104,1
Clark,237,U.S. House,Jonathan Hansen,3,1
Clark,237,U.S. House,Ed Klapproth,0,1
Clark,237,U.S. House,Kenneth Wegner,73,1
Clark,237,U.S. Senate,Sharron Angle,70,
Clark,237,U.S. Senate,Scott Ashjian,1,
Clark,237,U.S. Senate,Tim Fasano,0,
Clark,237,U.S. Senate,Michael Haines,3,
Clark,237,U.S. Senate,Jesse Holland,1,
Clark,237,U.S. Senate,None Of These Candidates,6,
Clark,237,U.S. Senate,Jeffrey Reeves,0,
Clark,237,U.S. Senate,Harry Reid,99,
Clark,237,U.S. Senate,Wil Stand,0,
Clark,237,Attorney General,Travis Barrick,173,
Clark,237,Attorney General,Catherine Cortez Masto,323,
Clark,237,Attorney General,Joel Hansen,39,
Clark,237,Attorney General,None Of These Candidates,19,
Clark,237,Governor,David Curtis,7,
Clark,237,Governor,Eugene Disimone,5,
Clark,237,Governor,Floyd Fitzgibbons,4,
Clark,237,Governor,Aaron Honig,1,
Clark,237,Governor,Lampitt Arthur Forest,1,
Clark,237,Governor,None Of These Candidates,13,
Clark,237,Governor,Rory Reid,278,
Clark,237,Governor,Brian Sandoval,252,
