precinct,office,candidate,votes,jurisdiction
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",5,Nye
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",15,Nye
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",3,Nye
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",4,Nye
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",2,Nye
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",4,Nye
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",28,Nye
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",11,Nye
BEATTY 01,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Nye
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0,Nye
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",1,Nye
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,Nye
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0,Nye
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",0,Nye
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",16,Nye
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",3,Nye
CURRANT 02,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Nye
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0,Nye
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",1,Nye
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,Nye
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0,Nye
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",0,Nye
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",7,Nye
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",5,Nye
FORTY BAR 18,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Nye
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",5,Nye
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",4,Nye
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",6,Nye
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",3,Nye
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",3,Nye
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",17,Nye
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",4,Nye
GABBS 04,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",2,Nye
IONE 05,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0,Nye
IONE 05,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",0,Nye
IONE 05,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,Nye
IONE 05,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0,Nye
IONE 05,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
IONE 05,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",0,Nye
IONE 05,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",0,Nye
IONE 05,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",0,Nye
IONE 05,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Nye
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0,Nye
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",1,Nye
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",1,Nye
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",2,Nye
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",4,Nye
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",14,Nye
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",1,Nye
MANHATTAN 07,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Nye
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",15,Nye
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",54,Nye
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",8,Nye
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",27,Nye
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",3,Nye
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",12,Nye
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",80,Nye
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",35,Nye
PAHRUMP 09,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",3,Nye
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",1,Nye
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",19,Nye
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",1,Nye
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",14,Nye
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,Nye
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",9,Nye
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",23,Nye
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",6,Nye
PAHRUMP 10,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",3,Nye
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0,Nye
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",32,Nye
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",3,Nye
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",8,Nye
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,Nye
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",19,Nye
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",41,Nye
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",14,Nye
PAHRUMP 11,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1,Nye
PAHRUMP 16,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",4,Nye
PAHRUMP 16,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",29,Nye
PAHRUMP 16,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",2,Nye
PAHRUMP 16,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",9,Nye
PAHRUMP 16,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,Nye
PAHRUMP 16,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",17,Nye
PAHRUMP 16,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",47,Nye
PAHRUMP 16,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",16,Nye
PAHRUMP 16,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Nye
PAHRUMP 17,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",5,Nye
PAHRUMP 17,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",30,Nye
PAHRUMP 17,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",1,Nye
PAHRUMP 17,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",1,Nye
PAHRUMP 17,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,Nye
PAHRUMP 17,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",16,Nye
PAHRUMP 17,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",41,Nye
PAHRUMP 17,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",19,Nye
PAHRUMP 17,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1,Nye
PAHRUMP 19,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",6,Nye
PAHRUMP 19,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",62,Nye
PAHRUMP 19,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",6,Nye
PAHRUMP 19,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",19,Nye
PAHRUMP 19,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
PAHRUMP 19,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",46,Nye
PAHRUMP 19,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",85,Nye
PAHRUMP 19,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",33,Nye
PAHRUMP 19,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",7,Nye
PAHRUMP 20,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",3,Nye
PAHRUMP 20,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",17,Nye
PAHRUMP 20,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",1,Nye
PAHRUMP 20,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",9,Nye
PAHRUMP 20,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
PAHRUMP 20,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",13,Nye
PAHRUMP 20,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",29,Nye
PAHRUMP 20,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",10,Nye
PAHRUMP 20,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",2,Nye
PAHRUMP 21,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",2,Nye
PAHRUMP 21,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",33,Nye
PAHRUMP 21,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",4,Nye
PAHRUMP 21,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",11,Nye
PAHRUMP 21,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
PAHRUMP 21,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",16,Nye
PAHRUMP 21,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",47,Nye
PAHRUMP 21,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",24,Nye
PAHRUMP 21,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Nye
PAHRUMP 22,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",2,Nye
PAHRUMP 22,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",17,Nye
PAHRUMP 22,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",2,Nye
PAHRUMP 22,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",5,Nye
PAHRUMP 22,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
PAHRUMP 22,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",21,Nye
PAHRUMP 22,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",33,Nye
PAHRUMP 22,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",17,Nye
PAHRUMP 22,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Nye
PAHRUMP 23,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",3,Nye
PAHRUMP 23,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",7,Nye
PAHRUMP 23,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,Nye
PAHRUMP 23,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",7,Nye
PAHRUMP 23,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
PAHRUMP 23,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",10,Nye
PAHRUMP 23,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",26,Nye
PAHRUMP 23,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",14,Nye
PAHRUMP 23,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Nye
PAHRUMP 24,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",2,Nye
PAHRUMP 24,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",20,Nye
PAHRUMP 24,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",3,Nye
PAHRUMP 24,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",9,Nye
PAHRUMP 24,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
PAHRUMP 24,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",15,Nye
PAHRUMP 24,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",44,Nye
PAHRUMP 24,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",16,Nye
PAHRUMP 24,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",2,Nye
PAHRUMP 25,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0,Nye
PAHRUMP 25,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",10,Nye
PAHRUMP 25,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",4,Nye
PAHRUMP 25,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",7,Nye
PAHRUMP 25,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,Nye
PAHRUMP 25,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",13,Nye
PAHRUMP 25,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",34,Nye
PAHRUMP 25,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",15,Nye
PAHRUMP 25,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",2,Nye
PAHRUMP 26,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",3,Nye
PAHRUMP 26,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",7,Nye
PAHRUMP 26,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",2,Nye
PAHRUMP 26,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",18,Nye
PAHRUMP 26,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,Nye
PAHRUMP 26,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",17,Nye
PAHRUMP 26,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",21,Nye
PAHRUMP 26,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",13,Nye
PAHRUMP 26,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1,Nye
PAHRUMP 27,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",2,Nye
PAHRUMP 27,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",39,Nye
PAHRUMP 27,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",1,Nye
PAHRUMP 27,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",16,Nye
PAHRUMP 27,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
PAHRUMP 27,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",32,Nye
PAHRUMP 27,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",45,Nye
PAHRUMP 27,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",14,Nye
PAHRUMP 27,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1,Nye
PAHRUMP 28,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",3,Nye
PAHRUMP 28,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",59,Nye
PAHRUMP 28,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",5,Nye
PAHRUMP 28,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",9,Nye
PAHRUMP 28,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,Nye
PAHRUMP 28,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",29,Nye
PAHRUMP 28,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",71,Nye
PAHRUMP 28,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",17,Nye
PAHRUMP 28,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",3,Nye
PAHRUMP 29,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",5,Nye
PAHRUMP 29,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",35,Nye
PAHRUMP 29,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",6,Nye
PAHRUMP 29,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",15,Nye
PAHRUMP 29,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",3,Nye
PAHRUMP 29,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",29,Nye
PAHRUMP 29,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",56,Nye
PAHRUMP 29,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",17,Nye
PAHRUMP 29,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",2,Nye
PAHRUMP 30,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",2,Nye
PAHRUMP 30,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",40,Nye
PAHRUMP 30,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",7,Nye
PAHRUMP 30,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",19,Nye
PAHRUMP 30,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
PAHRUMP 30,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",18,Nye
PAHRUMP 30,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",51,Nye
PAHRUMP 30,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",27,Nye
PAHRUMP 30,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Nye
PAHRUMP 31,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",3,Nye
PAHRUMP 31,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",44,Nye
PAHRUMP 31,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",4,Nye
PAHRUMP 31,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",20,Nye
PAHRUMP 31,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",2,Nye
PAHRUMP 31,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",25,Nye
PAHRUMP 31,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",73,Nye
PAHRUMP 31,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",25,Nye
PAHRUMP 31,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1,Nye
PAHRUMP 32,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",4,Nye
PAHRUMP 32,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",53,Nye
PAHRUMP 32,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",6,Nye
PAHRUMP 32,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",35,Nye
PAHRUMP 32,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
PAHRUMP 32,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",31,Nye
PAHRUMP 32,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",74,Nye
PAHRUMP 32,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",21,Nye
PAHRUMP 32,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",6,Nye
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0,Nye
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",0,Nye
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,Nye
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0,Nye
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",0,Nye
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",0,Nye
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",0,Nye
Precinct 99,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Nye
ROUND MTN 12,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",4,Nye
ROUND MTN 12,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",9,Nye
ROUND MTN 12,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",6,Nye
ROUND MTN 12,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",1,Nye
ROUND MTN 12,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
ROUND MTN 12,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",2,Nye
ROUND MTN 12,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",9,Nye
ROUND MTN 12,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",8,Nye
ROUND MTN 12,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",1,Nye
SMOKY VALLEY 35,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",1,Nye
SMOKY VALLEY 35,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",8,Nye
SMOKY VALLEY 35,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",2,Nye
SMOKY VALLEY 35,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",1,Nye
SMOKY VALLEY 35,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",1,Nye
SMOKY VALLEY 35,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",3,Nye
SMOKY VALLEY 35,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",15,Nye
SMOKY VALLEY 35,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",15,Nye
SMOKY VALLEY 35,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Nye
SUNNYSIDE 13,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",0,Nye
SUNNYSIDE 13,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",0,Nye
SUNNYSIDE 13,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",0,Nye
SUNNYSIDE 13,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",0,Nye
SUNNYSIDE 13,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",0,Nye
SUNNYSIDE 13,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",0,Nye
SUNNYSIDE 13,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",0,Nye
SUNNYSIDE 13,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",0,Nye
SUNNYSIDE 13,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",0,Nye
TONOPAH 14,"U.S. Representative in Congress, District 4 (Republican)","Anderson, Diana R.",15,Nye
TONOPAH 14,"U.S. Representative in Congress, District 4 (Republican)","Cegavske, Barbara K.",31,Nye
TONOPAH 14,"U.S. Representative in Congress, District 4 (Republican)","Delarosa, Mike",12,Nye
TONOPAH 14,"U.S. Representative in Congress, District 4 (Republican)","Hill, Kiran",11,Nye
TONOPAH 14,"U.S. Representative in Congress, District 4 (Republican)","Leeds, Robert X.",5,Nye
TONOPAH 14,"U.S. Representative in Congress, District 4 (Republican)","Schwartz, Dan",42,Nye
TONOPAH 14,"U.S. Representative in Congress, District 4 (Republican)","Tarkanian, Danny",133,Nye
TONOPAH 14,"U.S. Representative in Congress, District 4 (Republican)","Wegner, Kenneth A.",31,Nye
TONOPAH 14,"U.S. Representative in Congress, District 4 (Republican)","Zeller, Sid",7,Nye
AMARGOSA VLY 06,"State Assembly, District 36 (Republican)","Grudzinski, Walt",7,Nye
AMARGOSA VLY 06,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",6,Nye
AMARGOSA VLY 06,"State Assembly, District 36 (Republican)","Oscarson, James",48,Nye
AMARGOSA VLY 06,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",7,Nye
BEATTY 01,"State Assembly, District 36 (Republican)","Grudzinski, Walt",7,Nye
BEATTY 01,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",16,Nye
BEATTY 01,"State Assembly, District 36 (Republican)","Oscarson, James",45,Nye
BEATTY 01,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",3,Nye
CURRANT 02,"State Assembly, District 36 (Republican)","Grudzinski, Walt",6,Nye
CURRANT 02,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",2,Nye
CURRANT 02,"State Assembly, District 36 (Republican)","Oscarson, James",5,Nye
CURRANT 02,"State Assembly, District 36 (Republican)","Schlumpf, Nathan ""Nate""",1,Nye
FORTY BAR 18,"State Assembly, District 36 (Republican)","Grudzinski, Walt",3,Nye
FORTY BAR 18,"State Assembly, District 36 (Republican)","Leatham, Delmar W.",0,Nye
